# FOX Logger (IMU file)
# (c) INRIA 2011-2014
# File created from file sensbiotk output
#
# File format:
# id	t	dt	ax	ay	az	mx	my	mz	gx	gy	gz
#
# Units:
#	Time: s
#	Acceleration: m.s^-2
#	Magneto: gauss
#	Gyrometer: rad/s
#
1	0.054779	0.054779	9.728685	0.861390	1.763910	0.141791	0.194030	-0.391667	0.013772	-0.001898	-0.004415
2	0.059779	0.005000	9.768312	0.865728	1.770695	0.141791	0.194362	-0.391543	0.014669	-0.013967	0.009502
3	0.064779	0.005000	9.688345	0.871150	1.801105	0.141791	0.194694	-0.391420	0.020531	-0.000348	-0.006418
4	0.069779	0.005000	9.765401	0.784800	1.771159	0.141791	0.195027	-0.391296	0.025787	-0.009536	-0.004793
5	0.074779	0.005000	9.770760	0.856439	1.786323	0.141791	0.195359	-0.391172	0.015480	-0.013839	-0.000308
6	0.079779	0.005000	9.723573	0.863280	1.906866	0.141791	0.195691	-0.391049	0.008440	0.001511	0.001268
7	0.084779	0.005000	9.623234	0.872714	1.863149	0.141791	0.196023	-0.390925	0.005184	-0.011708	-0.004650
8	0.089779	0.005000	9.731520	0.898012	1.815977	0.141791	0.196355	-0.390801	0.022855	0.001702	-0.009177
9	0.094779	0.005000	9.746202	0.836319	1.778079	0.141791	0.196688	-0.390677	0.022000	-0.015285	-0.004164
10	0.099779	0.005000	9.717771	0.708326	1.673571	0.141791	0.197020	-0.390554	0.007132	-0.013050	-0.005672
11	0.104779	0.005000	9.810000	0.808812	1.639295	0.141791	0.197352	-0.390430	0.014386	-0.007166	-0.008910
12	0.109779	0.005000	9.737887	0.824040	1.670884	0.141791	0.197684	-0.390306	0.011117	-0.008641	0.006460
13	0.114779	0.005000	9.810000	0.863280	1.712029	0.141791	0.198016	-0.390183	0.009318	0.001318	0.004836
14	0.119779	0.005000	9.711471	0.766466	1.726560	0.141791	0.198349	-0.390059	0.011957	-0.009777	-0.002266
15	0.124779	0.005000	9.710851	0.842611	1.567503	0.141907	0.197464	-0.390388	0.006951	0.002812	0.000309
16	0.129779	0.005000	9.635945	0.902520	1.569600	0.142128	0.195472	-0.391130	-0.004158	0.003829	0.007010
17	0.134779	0.005000	9.817637	0.863280	1.718923	0.142350	0.193479	-0.391872	-0.003725	0.000626	-0.002133
18	0.139779	0.005000	9.781372	0.813428	1.726560	0.142571	0.191486	-0.392613	0.005574	-0.004049	-0.008096
19	0.144779	0.005000	9.770760	0.876107	1.805040	0.142792	0.189494	-0.393355	0.009552	-0.006355	0.011668
20	0.149779	0.005000	9.810000	0.885929	1.782391	0.143014	0.187501	-0.394097	0.002068	0.000212	-0.000448
21	0.154779	0.005000	9.799819	0.912701	1.736741	0.143235	0.185509	-0.394838	0.003991	-0.007033	0.014963
22	0.159779	0.005000	9.840532	0.911228	1.805040	0.143457	0.183516	-0.395580	0.027293	0.000000	0.007592
23	0.164779	0.005000	9.756136	0.863280	1.765800	0.143678	0.181524	-0.396322	0.018793	-0.007878	0.002107
24	0.169779	0.005000	9.692280	0.863280	1.787566	0.143899	0.179531	-0.397063	0.027295	-0.011385	0.007069
25	0.174779	0.005000	9.696604	0.850308	1.717912	0.144121	0.177538	-0.397805	0.022215	-0.005513	-0.005262
26	0.179779	0.005000	9.692280	0.818370	1.617345	0.144342	0.175546	-0.398547	0.032369	-0.012655	0.010640
27	0.184779	0.005000	9.770760	0.749143	1.648080	0.144564	0.173553	-0.399289	0.013560	-0.010957	0.011957
28	0.189779	0.005000	9.731520	0.745881	1.725917	0.144776	0.171710	-0.399965	0.020712	-0.021959	0.002317
29	0.194779	0.005000	9.731520	0.784800	1.724205	0.144776	0.173370	-0.399099	0.022467	-0.018734	0.012803
30	0.199779	0.005000	9.655705	0.824040	1.695314	0.144776	0.175031	-0.398234	0.024124	-0.006323	0.000697
31	0.204779	0.005000	9.766643	0.850930	1.726560	0.144776	0.176691	-0.397369	0.029382	-0.017409	0.014600
32	0.209779	0.005000	9.759584	0.756736	1.681732	0.144776	0.178352	-0.396503	0.029637	-0.002784	0.007511
33	0.214779	0.005000	9.777818	0.770684	1.733618	0.144776	0.180012	-0.395638	0.026489	-0.003971	0.008343
34	0.219779	0.005000	9.748600	0.754100	1.695860	0.144776	0.181673	-0.394773	0.012599	-0.006142	0.017013
35	0.224779	0.005000	9.692280	0.853613	1.716893	0.144776	0.183333	-0.393907	0.013364	-0.007487	0.007487
36	0.229779	0.005000	9.653040	0.795954	1.704252	0.144776	0.184994	-0.393042	0.022291	-0.000732	0.008029
37	0.234779	0.005000	9.718863	0.824040	1.686050	0.144776	0.186654	-0.392177	0.009009	0.001953	-0.001862
38	0.239779	0.005000	9.820952	0.824040	1.701464	0.144776	0.188315	-0.391311	0.013242	-0.008308	-0.000711
39	0.244779	0.005000	9.825457	0.871605	1.742017	0.144776	0.189975	-0.390446	0.008889	-0.000466	0.004629
40	0.249779	0.005000	9.731520	0.958693	1.765800	0.144776	0.191636	-0.389581	-0.000415	-0.001977	0.004564
41	0.254779	0.005000	9.770760	0.914820	1.805040	0.144776	0.193296	-0.388715	0.009649	0.001097	0.007530
42	0.259779	0.005000	9.751163	0.863280	1.785397	0.144652	0.194277	-0.388333	0.008675	-0.002417	0.002857
43	0.264779	0.005000	9.668082	0.881374	1.765800	0.144431	0.194720	-0.388333	0.012852	-0.012241	0.007918
44	0.269779	0.005000	9.669647	0.931179	1.906153	0.144209	0.195164	-0.388333	0.012611	0.005205	0.011238
