Tracker Experiment Results 31-Oct-2014
LEFT_FOOT
	 Translation 			 Local Quaternion 				 Local EulerXYZ 			
 t	 x	 y	 z	 x	 y	 z	 w	 x	 y	 z	
4.36	598.7726	137.8337	88.9081	0.6394 	 -0.4400 	 0.4956 	 0.3898 	1.7867 	 0.2950 	 1.4434 	 
4.37	598.7986	137.6765	89.0215	0.6400 	 -0.4400 	 0.4949 	 0.3897 	1.7882 	 0.2946 	 1.4419 	 
4.38	598.8552	137.5431	89.075	0.6403 	 -0.4400 	 0.4944 	 0.3898 	1.7890 	 0.2944 	 1.4410 	 
4.39	598.9274	137.42	89.1844	0.6408 	 -0.4400 	 0.4941 	 0.3894 	1.7904 	 0.2948 	 1.4402 	 
4.4	599.0491	137.2575	89.2658	0.6421 	 -0.4404 	 0.4926 	 0.3888 	1.7947 	 0.2944 	 1.4378 	 
4.43	599.3341	136.8206	89.5724	0.6443 	 -0.4396 	 0.4906 	 0.3884 	1.7994 	 0.2950 	 1.4323 	 
4.45	599.6008	136.4787	89.8449	0.6463 	 -0.4386 	 0.4890 	 0.3883 	1.8030 	 0.2958 	 1.4272 	 
4.47	599.722	136.7705	89.8497	0.6421 	 -0.4291 	 0.4978 	 0.3947 	1.7744 	 0.3052 	 1.4274 	 
4.49	600.2024	135.9956	90.729	0.6480 	 -0.4319 	 0.4916 	 0.3898 	1.7958 	 0.3050 	 1.4197 	 
4.5	600.3295	135.839	90.9989	0.6489 	 -0.4314 	 0.4914 	 0.3891 	1.7976 	 0.3069 	 1.4181 	 
4.51	600.4831	135.6896	91.3194	0.6498 	 -0.4306 	 0.4912 	 0.3886 	1.7987 	 0.3085 	 1.4164 	 
4.55	601.5088	135.0551	92.6563	0.6532 	 -0.4273 	 0.4888 	 0.3896 	1.8024 	 0.3106 	 1.4052 	 
4.56	601.9473	134.4211	93.2032	0.6573 	 -0.4290 	 0.4835 	 0.3874 	1.8170 	 0.3081 	 1.3975 	 
4.58	603.269	132.8932	95.1044	0.6650 	 -0.4244 	 0.4782 	 0.3860 	1.8310 	 0.3135 	 1.3778 	 
4.6	605.2283	132.3797	97.3552	0.6690 	 -0.4208 	 0.4718 	 0.3908 	1.8354 	 0.3072 	 1.3588 	 
4.61	606.4804	133.4914	99.9271	0.6674 	 -0.4098 	 0.4837 	 0.3909 	1.8128 	 0.3313 	 1.3616 	 
4.63	607.417	131.4324	102.7942	0.6712 	 -0.4049 	 0.4754 	 0.3993 	1.8145 	 0.3203 	 1.3368 	 
4.66	608.8118	126.1855	108.6358	0.6868 	 -0.4027 	 0.4357 	 0.4198 	1.8519 	 0.2635 	 1.2593 	 
4.67	610.5035	125.0739	109.4789	0.6974 	 -0.4028 	 0.4351 	 0.4026 	1.8858 	 0.2865 	 1.2561 	 
4.68	613.5613	128.406	113.291	0.6891 	 -0.3707 	 0.4662 	 0.4128 	1.8115 	 0.3431 	 1.2573 	 
4.7	615.9114	126.486	118.0096	0.6981 	 -0.3631 	 0.4558 	 0.4161 	1.8265 	 0.3408 	 1.2233 	 
4.71	617.4223	125.3103	120.4037	0.7042 	 -0.3547 	 0.4520 	 0.4171 	1.8327 	 0.3478 	 1.2011 	 
4.74	621.4607	123.239	128.8527	0.7085 	 -0.3349 	 0.4417 	 0.4367 	1.8155 	 0.3400 	 1.1497 	 
4.76	626.0827	122.2646	134.0102	0.7219 	 -0.3314 	 0.4300 	 0.4292 	1.8526 	 0.3430 	 1.1196 	 
4.78	630.7327	123.7337	138.7711	0.7192 	 -0.3129 	 0.4456 	 0.4316 	1.8215 	 0.3799 	 1.1170 	 
4.79	633.2722	123.711	141.1836	0.7176 	 -0.3100 	 0.4506 	 0.4313 	1.8130 	 0.3889 	 1.1216 	 
4.8	636.5503	124.923	143.2922	0.7217 	 -0.3083 	 0.4510 	 0.4251 	1.8251 	 0.3994 	 1.1180 	 
4.82	643.8368	127.9479	147.1472	0.7266 	 -0.3067 	 0.4571 	 0.4113 	1.8417 	 0.4246 	 1.1236 	 
4.85	660.3578	134.4027	151.5073	0.7402 	 -0.2922 	 0.4767 	 0.3734 	1.8811 	 0.5093 	 1.1273 	 
4.86	665.8954	132.5128	149.9333	0.7771 	 -0.3507 	 0.3878 	 0.3503 	2.0782 	 0.3651 	 1.0642 	 
4.88	678.5483	135.2912	149.9648	0.7370 	 -0.2678 	 0.5333 	 0.3174 	1.8668 	 0.6637 	 1.1967 	 
4.9	689.8044	142.5059	151.8937	0.7327 	 -0.2733 	 0.5359 	 0.3181 	1.8567 	 0.6580 	 1.2143 	 
4.91	695.1173	147.4546	152.8684	0.7546 	 -0.3097 	 0.4861 	 0.3136 	1.9745 	 0.5697 	 1.1610 	 
4.92	700.9372	154.2886	154.2569	0.7361 	 -0.3076 	 0.5049 	 0.3295 	1.9013 	 0.5713 	 1.2050 	 
4.95	722.3692	161.178	153.3341	0.7414 	 -0.3191 	 0.5049 	 0.3059 	1.9432 	 0.5865 	 1.2197 	 
4.96	729.506	163.5655	153.1569	0.7409 	 -0.3224 	 0.5069 	 0.3002 	1.9482 	 0.5915 	 1.2291 	 
4.98	744.187	168.2366	152.2605	0.7375 	 -0.3285 	 0.5135 	 0.2906 	1.9483 	 0.6023 	 1.2539 	 
5	759.1108	171.6948	151.0697	0.7332 	 -0.3360 	 0.5180 	 0.2850 	1.9451 	 0.6042 	 1.2779 	 
5.04	789.4357	177.8243	149.0404	0.7240 	 -0.3434 	 0.5288 	 0.2799 	1.9250 	 0.6107 	 1.3179 	 
5.06	804.3611	180.4373	148.1601	0.7149 	 -0.3375 	 0.5404 	 0.2881 	1.8821 	 0.6165 	 1.3383 	 
5.08	819.5462	181.9013	147.1952	0.7124 	 -0.3341 	 0.5420 	 0.2951 	1.8664 	 0.6128 	 1.3373 	 
5.09	826.9397	181.6132	146.2731	0.7108 	 -0.3311 	 0.5436 	 0.2993 	1.8554 	 0.6122 	 1.3369 	 
5.1	834.4885	181.8725	145.5449	0.7123 	 -0.3286 	 0.5424 	 0.3006 	1.8569 	 0.6128 	 1.3294 	 
5.13	856.5901	181.3732	143.2528	0.7147 	 -0.3217 	 0.5390 	 0.3085 	1.8533 	 0.6088 	 1.3094 	 
5.15	870.9669	180.1975	141.9012	0.7153 	 -0.3150 	 0.5390 	 0.3140 	1.8448 	 0.6106 	 1.2984 	 
5.16	878.1167	179.5465	141.2096	0.7134 	 -0.3115 	 0.5413 	 0.3178 	1.8328 	 0.6119 	 1.2988 	 
5.18	892.1981	177.3258	139.5226	0.7116 	 -0.3024 	 0.5460 	 0.3226 	1.8137 	 0.6212 	 1.2958 	 
5.2	906.49	173.6635	137.9714	0.7114 	 -0.2936 	 0.5481 	 0.3274 	1.8011 	 0.6282 	 1.2869 	 
5.22	920.769	169.7822	136.6428	0.7108 	 -0.2863 	 0.5523 	 0.3282 	1.7900 	 0.6400 	 1.2853 	 
5.24	935.0015	165.4848	135.0049	0.7078 	 -0.2799 	 0.5575 	 0.3316 	1.7711 	 0.6479 	 1.2889 	 
5.26	949.2358	161.45	133.0669	0.7052 	 -0.2752 	 0.5620 	 0.3332 	1.7563 	 0.6552 	 1.2939 	 
5.27	956.6959	159.1535	131.9381	0.7027 	 -0.2728 	 0.5656 	 0.3345 	1.7441 	 0.6590 	 1.3003 	 
5.28	964.3277	156.8561	130.8134	0.7031 	 -0.2733 	 0.5652 	 0.3339 	1.7464 	 0.6590 	 1.2996 	 
5.29	971.9192	154.3497	129.4983	0.6994 	 -0.2699 	 0.5708 	 0.3349 	1.7291 	 0.6658 	 1.3102 	 
5.31	986.9373	150.5926	126.537	0.6942 	 -0.2693 	 0.5756 	 0.3381 	1.7094 	 0.6650 	 1.3238 	 
5.35	1018.104	143.9561	119.4101	0.6791 	 -0.2761 	 0.5862 	 0.3449 	1.6649 	 0.6507 	 1.3680 	 
5.36	1025.9025	142.55	117.6972	0.6713 	 -0.2767 	 0.5929 	 0.3482 	1.6390 	 0.6477 	 1.3896 	 
5.38	1041.6719	138.9067	113.4657	0.6626 	 -0.2890 	 0.5960 	 0.3495 	1.6267 	 0.6284 	 1.4189 	 
5.39	1049.3285	137.5323	111.5094	0.6554 	 -0.2943 	 0.5998 	 0.3523 	1.6105 	 0.6173 	 1.4388 	 
5.4	1056.6969	136.8006	109.7283	0.6513 	 -0.3030 	 0.6016 	 0.3494 	1.6098 	 0.6089 	 1.4578 	 
5.43	1077.815	134.414	103.5438	0.6323 	 -0.3206 	 0.6137 	 0.3476 	1.5768 	 0.5863 	 1.5215 	 
5.45	1090.629	134.3506	100.5017	0.6187 	 -0.3357 	 0.6252 	 0.3372 	1.5599 	 0.5791 	 1.5792 	 
5.46	1095.4838	134.3804	99.018	0.6187 	 -0.3460 	 0.6184 	 0.3392 	1.5768 	 0.5591 	 1.5757 	 
5.47	1100.4164	134.3947	97.47	0.6188 	 -0.3541 	 0.6147 	 0.3375 	1.5902 	 0.5488 	 1.5782 	 
5.49	1106.6755	134.3738	97.1475	0.6270 	 -0.3673 	 0.5995 	 0.3355 	1.6359 	 0.5296 	 1.5576 	 
5.5	1107.9977	134.5103	96.8387	0.6340 	 -0.3709 	 0.5887 	 0.3374 	1.6622 	 0.5192 	 1.5342 	 
5.53	1110.4843	130.1286	96.8363	0.6478 	 -0.3756 	 0.5739 	 0.3315 	1.7110 	 0.5175 	 1.5028 	 
5.55	1112.8536	127.9129	97.3317	0.6579 	 -0.3801 	 0.5538 	 0.3404 	1.7470 	 0.4892 	 1.4601 	 
5.56	1112.9474	127.4816	97.0761	0.6564 	 -0.3803 	 0.5557 	 0.3400 	1.7429 	 0.4905 	 1.4651 	 
5.58	1113.1376	126.7611	97.0879	0.6594 	 -0.3743 	 0.5579 	 0.3374 	1.7427 	 0.5043 	 1.4594 	 
5.59	1113.1377	126.89	97.0755	0.6594 	 -0.3748 	 0.5574 	 0.3378 	1.7433 	 0.5028 	 1.4590 	 
5.6	1113.3481	127.2338	96.7291	0.6587 	 -0.3751 	 0.5556 	 0.3417 	1.7412 	 0.4956 	 1.4554 	 
5.63	1112.6731	128.5234	96.816	0.6560 	 -0.3723 	 0.5613 	 0.3406 	1.7289 	 0.5038 	 1.4647 	 
5.65	1112.6096	128.9514	96.796	0.6539 	 -0.3722 	 0.5620 	 0.3435 	1.7221 	 0.4998 	 1.4667 	 
5.67	1112.7842	128.7311	96.9252	0.6555 	 -0.3729 	 0.5604 	 0.3424 	1.7279 	 0.4998 	 1.4637 	 
5.69	1113.0014	128.2958	96.9968	0.6573 	 -0.3740 	 0.5584 	 0.3411 	1.7354 	 0.4994 	 1.4604 	 
5.7	1113.1036	128.1113	97.0073	0.6581 	 -0.3743 	 0.5576 	 0.3403 	1.7384 	 0.4998 	 1.4591 	 
5.73	1113.1825	127.908	96.8025	0.6589 	 -0.3749 	 0.5570 	 0.3393 	1.7418 	 0.5002 	 1.4584 	 
5.75	1113.3034	127.9576	96.3662	0.6584 	 -0.3746 	 0.5560 	 0.3420 	1.7396 	 0.4961 	 1.4557 	 
5.77	1113.0623	128.231	96.56	0.6579 	 -0.3740 	 0.5580 	 0.3405 	1.7373 	 0.5000 	 1.4594 	 
5.79	1113.0241	128.4235	96.5829	0.6580 	 -0.3731 	 0.5584 	 0.3407 	1.7361 	 0.5014 	 1.4588 	 
5.8	1113.0566	128.4437	96.6166	0.6577 	 -0.3728 	 0.5586 	 0.3412 	1.7348 	 0.5011 	 1.4588 	 
5.81	1113.0743	128.5211	96.6142	0.6578 	 -0.3725 	 0.5585 	 0.3414 	1.7346 	 0.5012 	 1.4581 	 
5.84	1113.4574	128.5228	96.6215	0.6565 	 -0.3695 	 0.5633 	 0.3394 	1.7261 	 0.5106 	 1.4648 	 
5.86	1113.8394	128.519	96.668	0.6600 	 -0.3702 	 0.5605 	 0.3365 	1.7382 	 0.5129 	 1.4586 	 
5.88	1113.9452	128.335	96.8305	0.6612 	 -0.3702 	 0.5593 	 0.3361 	1.7420 	 0.5130 	 1.4554 	 
5.89	1114.0167	128.1943	96.8945	0.6614 	 -0.3704 	 0.5588 	 0.3363 	1.7430 	 0.5121 	 1.4546 	 
5.9	1114.0985	128.0393	96.9706	0.6618 	 -0.3703 	 0.5584 	 0.3362 	1.7441 	 0.5123 	 1.4534 	 
5.91	1114.137	127.8713	97.0171	0.6625 	 -0.3706 	 0.5574 	 0.3362 	1.7466 	 0.5114 	 1.4514 	 
5.93	1113.9133	127.6153	97.3427	0.6643 	 -0.3727 	 0.5515 	 0.3402 	1.7544 	 0.4996 	 1.4406 	 
5.95	1113.8527	127.3785	97.4715	0.6640 	 -0.3726 	 0.5519 	 0.3402 	1.7534 	 0.5000 	 1.4415 	 
5.98	1114.1417	127.1176	97.2797	0.6648 	 -0.3720 	 0.5500 	 0.3423 	1.7546 	 0.4969 	 1.4358 	 
6	1114.103	126.9955	97.7151	0.6662 	 -0.3722 	 0.5504 	 0.3388 	1.7597 	 0.5019 	 1.4367 	 
6.03	1114.3582	126.7123	97.9521	0.6682 	 -0.3717 	 0.5492 	 0.3373 	1.7652 	 0.5044 	 1.4328 	 
6.05	1114.5596	126.511	98.0464	0.6699 	 -0.3714 	 0.5480 	 0.3361 	1.7704 	 0.5058 	 1.4292 	 
6.06	1114.7352	126.3608	98.2136	0.6711 	 -0.3717 	 0.5467 	 0.3357 	1.7744 	 0.5054 	 1.4263 	 
6.08	1114.9867	126.1373	98.3838	0.6730 	 -0.3705 	 0.5459 	 0.3344 	1.7787 	 0.5086 	 1.4220 	 
6.1	1115.5712	125.1021	98.5204	0.6721 	 -0.3723 	 0.5403 	 0.3432 	1.7768 	 0.4901 	 1.4126 	 
6.11	1115.7196	124.9682	98.6504	0.6728 	 -0.3721 	 0.5392 	 0.3437 	1.7789 	 0.4890 	 1.4096 	 
6.14	1116.2222	124.5514	99.2645	0.6757 	 -0.3702 	 0.5375 	 0.3428 	1.7849 	 0.4921 	 1.4019 	 
6.15	1116.4279	124.2886	99.4546	0.6754 	 -0.3698 	 0.5373 	 0.3440 	1.7831 	 0.4908 	 1.4010 	 
6.17	1116.8642	123.7745	99.9695	0.6770 	 -0.3685 	 0.5360 	 0.3444 	1.7858 	 0.4915 	 1.3954 	 
6.18	1117.1652	123.5185	100.2527	0.6778 	 -0.3683 	 0.5348 	 0.3448 	1.7881 	 0.4905 	 1.3922 	 
6.19	1117.5145	123.244	100.657	0.6783 	 -0.3679 	 0.5340 	 0.3457 	1.7886 	 0.4894 	 1.3897 	 
6.2	1117.9479	122.8768	101.2053	0.6801 	 -0.3670 	 0.5327 	 0.3450 	1.7931 	 0.4908 	 1.3849 	 
6.23	1119.8441	121.5472	103.9102	0.6898 	 -0.3637 	 0.5250 	 0.3409 	1.8193 	 0.4965 	 1.3597 	 
6.25	1121.6865	121.3977	106.8018	0.6996 	 -0.3606 	 0.5141 	 0.3410 	1.8454 	 0.4931 	 1.3284 	 
6.26	1122.6953	121.4166	108.4985	0.7012 	 -0.3549 	 0.5142 	 0.3434 	1.8420 	 0.4976 	 1.3186 	 
6.28	1125.0063	120.5588	112.1815	0.7069 	 -0.3485 	 0.5071 	 0.3489 	1.8495 	 0.4935 	 1.2914 	 
6.3	1127.2097	120.527	116.1106	0.7176 	 -0.3430 	 0.4952 	 0.3496 	1.8760 	 0.4903 	 1.2548 	 
6.31	1128.4849	119.8932	118.2747	0.7233 	 -0.3382 	 0.4905 	 0.3492 	1.8883 	 0.4930 	 1.2353 	 
6.35	1134.1402	118.302	127.8079	0.7377 	 -0.3175 	 0.4755 	 0.3591 	1.9063 	 0.4933 	 1.1668 	 
6.37	1137.1342	116.6921	132.6314	0.7409 	 -0.3042 	 0.4749 	 0.3647 	1.8996 	 0.5027 	 1.1425 	 
6.38	1138.9542	116.2691	135.074	0.7488 	 -0.3001 	 0.4645 	 0.3653 	1.9210 	 0.4965 	 1.1133 	 
6.39	1140.7258	116.0928	137.2812	0.7520 	 -0.2953 	 0.4604 	 0.3680 	1.9251 	 0.4951 	 1.0968 	 
6.4	1142.8012	113.7924	138.544	0.7386 	 -0.2905 	 0.4621 	 0.3956 	1.8666 	 0.4699 	 1.1004 	 
6.42	1147.3914	113.2531	143.7458	0.7430 	 -0.2818 	 0.4612 	 0.3947 	1.8721 	 0.4813 	 1.0825 	 
6.45	1155.2456	114.7536	149.7522	0.7472 	 -0.2769 	 0.4596 	 0.3921 	1.8817 	 0.4889 	 1.0696 	 
6.47	1160.6039	118.4488	154.4771	0.7694 	 -0.2680 	 0.4607 	 0.3520 	1.9645 	 0.5472 	 1.0407 	 
6.49	1168.4014	120.8204	157.3055	0.7673 	 -0.2705 	 0.4654 	 0.3486 	1.9613 	 0.5533 	 1.0539 	 
6.51	1176.8272	125.3629	159.5961	0.7685 	 -0.2739 	 0.4679 	 0.3397 	1.9730 	 0.5623 	 1.0621 	 
6.53	1186.3381	130.9668	161.2915	0.7705 	 -0.2772 	 0.4685 	 0.3317 	1.9871 	 0.5682 	 1.0665 	 
6.56	1203.2926	139.6406	162.6865	0.7739 	 -0.2820 	 0.4722 	 0.3140 	2.0139 	 0.5868 	 1.0764 	 
6.59	1222.0255	148.7357	162.6498	0.7687 	 -0.2866 	 0.4819 	 0.3079 	2.0033 	 0.5997 	 1.1043 	 
6.6	1228.7112	151.51	162.4506	0.7676 	 -0.2900 	 0.4828 	 0.3061 	2.0036 	 0.5987 	 1.1122 	 
6.62	1242.81	156.1757	161.7036	0.7613 	 -0.2971 	 0.4880 	 0.3065 	1.9884 	 0.5955 	 1.1381 	 
6.66	1272.7257	165.0853	159.7023	0.7536 	 -0.3072 	 0.4937 	 0.3067 	1.9718 	 0.5891 	 1.1706 	 
6.67	1280.5453	167.2116	158.9915	0.7518 	 -0.3082 	 0.4955 	 0.3071 	1.9664 	 0.5891 	 1.1770 	 
6.68	1288.4233	169.074	158.3143	0.7519 	 -0.3102 	 0.4947 	 0.3061 	1.9694 	 0.5873 	 1.1788 	 
6.69	1296.3714	170.6214	157.5217	0.7494 	 -0.3110 	 0.4960 	 0.3092 	1.9601 	 0.5838 	 1.1843 	 
6.7	1304.2506	171.8976	156.9677	0.7472 	 -0.3106 	 0.4993 	 0.3098 	1.9516 	 0.5867 	 1.1913 	 
6.72	1320.0522	173.2007	155.1896	0.7378 	 -0.3122 	 0.5079 	 0.3166 	1.9177 	 0.5845 	 1.2169 	 
6.75	1344.2734	174.4525	153.393	0.7332 	 -0.3168 	 0.5124 	 0.3154 	1.9078 	 0.5843 	 1.2359 	 
6.76	1352.3393	173.8697	152.6635	0.7323 	 -0.3188 	 0.5136 	 0.3136 	1.9079 	 0.5851 	 1.2421 	 
6.78	1367.6971	172.0864	150.5914	0.7297 	 -0.3272 	 0.5121 	 0.3136 	1.9091 	 0.5729 	 1.2544 	 
6.79	1376.3344	172.3345	150.7838	0.7217 	 -0.3135 	 0.5302 	 0.3159 	1.8642 	 0.6032 	 1.2735 	 
6.8	1384.2741	171.3865	150.186	0.7252 	 -0.3179 	 0.5249 	 0.3122 	1.8832 	 0.5979 	 1.2677 	 
6.81	1392.2716	170.2898	149.5092	0.7166 	 -0.3116 	 0.5377 	 0.3166 	1.8442 	 0.6106 	 1.2894 	 
6.83	1408.5857	166.7761	147.7725	0.7155 	 -0.3059 	 0.5422 	 0.3169 	1.8335 	 0.6214 	 1.2907 	 
6.86	1432.1914	162.1375	145.58	0.7163 	 -0.2989 	 0.5432 	 0.3201 	1.8266 	 0.6271 	 1.2813 	 
6.87	1440.2253	159.7472	144.6138	0.7127 	 -0.2949 	 0.5471 	 0.3253 	1.8077 	 0.6285 	 1.2856 	 
6.88	1448.1392	157.9795	143.7018	0.7107 	 -0.2884 	 0.5515 	 0.3280 	1.7922 	 0.6369 	 1.2868 	 
6.89	1456.056	156.1213	142.7571	0.7066 	 -0.2841 	 0.5566 	 0.3320 	1.7718 	 0.6409 	 1.2940 	 
6.9	1464.2426	153.1459	141.9833	0.7112 	 -0.2822 	 0.5529 	 0.3299 	1.7861 	 0.6438 	 1.2799 	 
6.92	1479.9489	149.458	140.6843	0.6973 	 -0.2730 	 0.5659 	 0.3449 	1.7235 	 0.6446 	 1.3043 	 
6.95	1504.4932	140.8384	137.9799	0.7024 	 -0.2777 	 0.5594 	 0.3415 	1.7473 	 0.6386 	 1.2933 	 
6.97	1519.8405	137.5179	136.6834	0.7027 	 -0.2737 	 0.5645 	 0.3358 	1.7448 	 0.6554 	 1.2988 	 
6.98	1527.822	135.8343	135.6056	0.6917 	 -0.2750 	 0.5714 	 0.3455 	1.7065 	 0.6441 	 1.3235 	 
7	1544.0914	131.3182	133.6586	0.6864 	 -0.2813 	 0.5706 	 0.3523 	1.6950 	 0.6250 	 1.3338 	 
7.01	1552.4422	128.8478	132.7122	0.6776 	 -0.2854 	 0.5735 	 0.3612 	1.6698 	 0.6078 	 1.3508 	 
7.05	1584.608	122.9636	128.0811	0.6664 	 -0.3009 	 0.5725 	 0.3710 	1.6532 	 0.5701 	 1.3753 	 
7.06	1592.2041	122.5136	126.9561	0.6599 	 -0.3031 	 0.5766 	 0.3744 	1.6354 	 0.5633 	 1.3909 	 
7.08	1607.5937	120.3705	124.5751	0.6513 	 -0.3114 	 0.5777 	 0.3809 	1.6203 	 0.5414 	 1.4083 	 
7.09	1615.1263	119.3995	123.314	0.6492 	 -0.3181 	 0.5764 	 0.3811 	1.6232 	 0.5304 	 1.4157 	 
7.1	1622.4659	118.5093	122.1134	0.6467 	 -0.3262 	 0.5746 	 0.3810 	1.6276 	 0.5173 	 1.4243 	 
7.11	1629.6328	118.1068	121.4571	0.6408 	 -0.3338 	 0.5763 	 0.3819 	1.6213 	 0.5049 	 1.4413 	 
7.13	1642.87	117.0381	118.5524	0.6324 	 -0.3436 	 0.5791 	 0.3829 	1.6117 	 0.4885 	 1.4651 	 
7.16	1661.058	115.2574	114.3527	0.6136 	 -0.3607 	 0.5822 	 0.3930 	1.5854 	 0.4456 	 1.5022 	 
7.17	1666.2061	115.7567	113.2182	0.6057 	 -0.3624 	 0.5897 	 0.3925 	1.5667 	 0.4445 	 1.5245 	 
7.18	1671.1221	114.2968	111.6954	0.6015 	 -0.3674 	 0.5883 	 0.3964 	1.5637 	 0.4294 	 1.5292 	 
7.2	1678.7451	114.9681	108.6614	0.6056 	 -0.3714 	 0.5901 	 0.3835 	1.5812 	 0.4444 	 1.5401 	 
7.21	1681.8255	114.2875	107.1095	0.5954 	 -0.3714 	 0.5958 	 0.3907 	1.5541 	 0.4325 	 1.5551 	 
7.25	1686.558	115.5937	104.5124	0.6205 	 -0.3661 	 0.5818 	 0.3775 	1.6133 	 0.4618 	 1.5092 	 
7.26	1686.41	115.1368	104.0086	0.6201 	 -0.3641 	 0.5846 	 0.3757 	1.6090 	 0.4684 	 1.5132 	 
7.28	1686.465	112.2809	104.1804	0.6280 	 -0.3710 	 0.5813 	 0.3607 	1.6431 	 0.4808 	 1.5154 	 
7.29	1688.3189	110.4949	105.1893	0.6456 	 -0.3790 	 0.5625 	 0.3508 	1.7075 	 0.4785 	 1.4807 	 
7.3	1689.7666	110.4469	106.0385	0.6528 	 -0.3827 	 0.5510 	 0.3518 	1.7342 	 0.4669 	 1.4588 	 
7.31	1689.8265	110.1161	106.1922	0.6540 	 -0.3875 	 0.5476 	 0.3497 	1.7457 	 0.4614 	 1.4589 	 
7.35	1690.2254	109.0375	106.0436	0.6589 	 -0.3850 	 0.5472 	 0.3439 	1.7568 	 0.4738 	 1.4528 	 
7.36	1690.1356	109.4086	106.0083	0.6568 	 -0.3830 	 0.5501 	 0.3454 	1.7475 	 0.4759 	 1.4564 	 
7.38	1690.022	109.9143	105.7795	0.6543 	 -0.3812 	 0.5524 	 0.3486 	1.7365 	 0.4746 	 1.4591 	 
7.39	1689.9909	110.0494	105.792	0.6517 	 -0.3773 	 0.5571 	 0.3502 	1.7225 	 0.4801 	 1.4639 	 
7.4	1689.9242	110.331	105.7353	0.6540 	 -0.3818 	 0.5518 	 0.3494 	1.7365 	 0.4723 	 1.4588 	 
7.43	1690.1027	110.1206	105.7543	0.6553 	 -0.3825 	 0.5498 	 0.3493 	1.7415 	 0.4705 	 1.4553 	 
7.45	1690.364	109.8034	105.8234	0.6575 	 -0.3825 	 0.5487 	 0.3470 	1.7483 	 0.4735 	 1.4522 	 
7.46	1690.4702	109.4884	105.7721	0.6573 	 -0.3829 	 0.5482 	 0.3476 	1.7484 	 0.4718 	 1.4518 	 
7.48	1690.5446	109.2892	105.7808	0.6558 	 -0.3785 	 0.5528 	 0.3479 	1.7370 	 0.4798 	 1.4552 	 
7.49	1690.4746	109.4518	105.7392	0.6558 	 -0.3781 	 0.5533 	 0.3476 	1.7362 	 0.4811 	 1.4557 	 
7.5	1690.445	109.544	105.5624	0.6578 	 -0.3829 	 0.5478 	 0.3473 	1.7499 	 0.4721 	 1.4508 	 
7.53	1690.4106	110.2302	105.7271	0.6540 	 -0.3788 	 0.5527 	 0.3511 	1.7316 	 0.4746 	 1.4559 	 
7.55	1690.3405	110.2459	105.6256	0.6553 	 -0.3799 	 0.5507 	 0.3508 	1.7371 	 0.4725 	 1.4527 	 
7.56	1690.3438	110.3094	105.6266	0.6550 	 -0.3793 	 0.5512 	 0.3512 	1.7352 	 0.4730 	 1.4528 	 
7.58	1690.3252	110.4126	105.6851	0.6553 	 -0.3791 	 0.5508 	 0.3514 	1.7358 	 0.4730 	 1.4517 	 
7.59	1690.417	110.3044	105.6882	0.6543 	 -0.3771 	 0.5536 	 0.3510 	1.7300 	 0.4777 	 1.4549 	 
7.6	1690.3992	110.3917	105.7532	0.6550 	 -0.3787 	 0.5511 	 0.3518 	1.7344 	 0.4730 	 1.4518 	 
7.62	1690.4504	110.2791	105.8186	0.6570 	 -0.3800 	 0.5488 	 0.3504 	1.7425 	 0.4722 	 1.4481 	 
7.66	1690.534	109.8406	105.7899	0.6591 	 -0.3815 	 0.5463 	 0.3486 	1.7514 	 0.4715 	 1.4448 	 
7.68	1690.5858	109.7752	105.858	0.6603 	 -0.3814 	 0.5459 	 0.3473 	1.7548 	 0.4735 	 1.4433 	 
7.69	1690.6517	109.5559	105.8495	0.6604 	 -0.3813 	 0.5457 	 0.3474 	1.7550 	 0.4733 	 1.4428 	 
7.7	1690.6914	109.4846	105.8561	0.6606 	 -0.3814 	 0.5454 	 0.3474 	1.7557 	 0.4729 	 1.4422 	 
7.75	1690.8691	108.7163	106.1561	0.6676 	 -0.3840 	 0.5385 	 0.3420 	1.7816 	 0.4738 	 1.4297 	 
7.77	1691.0143	108.4916	106.2102	0.6691 	 -0.3844 	 0.5368 	 0.3411 	1.7871 	 0.4737 	 1.4262 	 
7.78	1691.0622	108.4362	106.2641	0.6698 	 -0.3843 	 0.5362 	 0.3408 	1.7890 	 0.4740 	 1.4247 	 
7.79	1691.1204	108.3503	106.2966	0.6703 	 -0.3841 	 0.5359 	 0.3406 	1.7901 	 0.4744 	 1.4235 	 
7.8	1691.1524	108.284	106.3199	0.6719 	 -0.3855 	 0.5333 	 0.3399 	1.7974 	 0.4719 	 1.4198 	 
7.82	1691.2966	108.1113	106.4479	0.6730 	 -0.3845 	 0.5332 	 0.3390 	1.7993 	 0.4745 	 1.4177 	 
7.85	1691.515	107.7731	106.7353	0.6764 	 -0.3855 	 0.5294 	 0.3371 	1.8114 	 0.4738 	 1.4103 	 
7.87	1691.7475	107.5123	106.8974	0.6767 	 -0.3830 	 0.5309 	 0.3369 	1.8087 	 0.4784 	 1.4092 	 
7.88	1691.7214	106.8474	106.9099	0.6787 	 -0.3852 	 0.5278 	 0.3353 	1.8187 	 0.4759 	 1.4056 	 
7.9	1692.115	106.6602	107.4697	0.6749 	 -0.3719 	 0.5391 	 0.3399 	1.7856 	 0.4948 	 1.4086 	 
