# FOX Logger (IMU file)
# (c) INRIA 2011-2014
# File created from file sensbiotk output
#
# File format:
# id	t	dt	ax	ay	az	mx	my	mz	gx	gy	gz
#
# Units:
#	Time: s
#	Acceleration: m.s^-2
#	Magneto: gauss
#	Gyrometer: rad/s
#
1	0.011017	0.011017	7.047513	-0.470880	-6.490287	0.062687	-0.129851	-0.651667	-0.115157	0.349504	-0.070385
2	0.016017	0.005000	6.964011	-0.510120	-6.497487	0.062573	-0.130989	-0.652048	-0.120851	0.362041	-0.078887
3	0.021017	0.005000	6.984720	-0.470880	-6.535215	0.062459	-0.132127	-0.652429	-0.112255	0.361958	-0.086808
4	0.026017	0.005000	6.984720	-0.416619	-6.474600	0.062346	-0.133265	-0.652811	-0.108553	0.362039	-0.080827
5	0.031017	0.005000	6.906240	-0.461410	-6.540903	0.062232	-0.134403	-0.653192	-0.107070	0.362377	-0.090671
6	0.036017	0.005000	6.887355	-0.362603	-6.504397	0.062118	-0.135540	-0.653573	-0.102474	0.366435	-0.076097
7	0.041017	0.005000	6.795463	-0.445527	-6.474600	0.062004	-0.136678	-0.653954	-0.097526	0.375233	-0.089351
8	0.046017	0.005000	6.800818	-0.470880	-6.548981	0.061890	-0.137816	-0.654335	-0.114873	0.372235	-0.088893
9	0.051017	0.005000	6.791031	-0.432896	-6.513840	0.061776	-0.138954	-0.654717	-0.103353	0.392321	-0.097871
10	0.056017	0.005000	6.979955	-0.395577	-6.438537	0.061663	-0.140092	-0.655098	-0.104458	0.391905	-0.088914
11	0.061017	0.005000	6.915105	-0.392400	-6.448657	0.061549	-0.141230	-0.655479	-0.100123	0.395955	-0.093386
12	0.066017	0.005000	7.056310	-0.353160	-6.331419	0.061435	-0.142368	-0.655860	-0.105267	0.397612	-0.097026
13	0.071017	0.005000	6.925542	-0.353160	-6.386469	0.061321	-0.143506	-0.656241	-0.096615	0.391301	-0.098888
14	0.076017	0.005000	6.972225	-0.406650	-6.383625	0.061207	-0.144644	-0.656623	-0.105057	0.403172	-0.109034
15	0.081017	0.005000	6.993282	-0.368499	-6.293739	0.060289	-0.144977	-0.657341	-0.090198	0.397802	-0.103976
16	0.086017	0.005000	6.963663	-0.334977	-6.356880	0.059265	-0.145205	-0.658103	-0.092114	0.404679	-0.105948
17	0.091017	0.005000	6.885667	-0.390494	-6.354974	0.058241	-0.145432	-0.658865	-0.095744	0.409280	-0.107959
18	0.096017	0.005000	6.851177	-0.321514	-6.286629	0.057217	-0.145660	-0.659628	-0.098598	0.411510	-0.109871
19	0.101017	0.005000	6.879677	-0.300941	-6.278400	0.056193	-0.145887	-0.660390	-0.106390	0.416778	-0.119743
20	0.106017	0.005000	7.053065	-0.284815	-6.259430	0.055168	-0.146115	-0.661153	-0.085177	0.419831	-0.117937
21	0.111017	0.005000	6.952771	-0.274680	-6.278400	0.054144	-0.146343	-0.661915	-0.077540	0.430136	-0.124723
22	0.116017	0.005000	6.980219	-0.318421	-6.248162	0.053120	-0.146570	-0.662677	-0.070117	0.425779	-0.122427
23	0.121017	0.005000	6.908312	-0.272608	-6.199920	0.052096	-0.146798	-0.663440	-0.058405	0.430476	-0.127477
24	0.126017	0.005000	7.060886	-0.273909	-6.122983	0.051072	-0.147025	-0.664202	-0.074233	0.436107	-0.136597
25	0.131017	0.005000	7.027575	-0.196200	-6.167911	0.050048	-0.147253	-0.664965	-0.059786	0.431651	-0.130612
26	0.136017	0.005000	6.997639	-0.196200	-6.062338	0.049024	-0.147480	-0.665727	-0.048680	0.443417	-0.138017
27	0.141017	0.005000	7.155037	-0.156960	-6.121440	0.047999	-0.147708	-0.666490	-0.038831	0.439621	-0.137549
28	0.146017	0.005000	7.141680	-0.211780	-6.160680	0.047150	-0.148023	-0.667057	-0.025820	0.443783	-0.146918
29	0.151017	0.005000	7.116977	-0.156960	-6.096737	0.046353	-0.148364	-0.667565	-0.030643	0.452023	-0.150338
30	0.156017	0.005000	7.045819	-0.122198	-5.999242	0.045557	-0.148706	-0.668073	-0.023833	0.453296	-0.151249
31	0.161017	0.005000	7.063200	-0.156960	-6.044170	0.044760	-0.149047	-0.668582	-0.016832	0.464693	-0.164309
32	0.166017	0.005000	7.125509	-0.110822	-5.862931	0.043964	-0.149389	-0.669090	0.002359	0.445893	-0.165698
33	0.171017	0.005000	7.142935	-0.170458	-5.833262	0.043167	-0.149730	-0.669598	0.001845	0.470660	-0.165777
34	0.176017	0.005000	7.248448	-0.156960	-5.896952	0.042371	-0.150071	-0.670106	0.002107	0.463067	-0.168296
35	0.181017	0.005000	7.102440	-0.132635	-5.830544	0.041574	-0.150413	-0.670614	0.003582	0.460472	-0.169865
36	0.186017	0.005000	7.180920	-0.005264	-5.689800	0.040778	-0.150754	-0.671123	-0.000084	0.463019	-0.190222
37	0.191017	0.005000	7.261820	0.039240	-5.692220	0.039981	-0.151096	-0.671631	0.020711	0.464992	-0.182669
38	0.196017	0.005000	7.337456	-0.038393	-5.845489	0.039184	-0.151437	-0.672139	0.035400	0.473844	-0.194115
39	0.201017	0.005000	7.341147	0.000000	-5.660362	0.038388	-0.151778	-0.672647	0.040560	0.471073	-0.189338
40	0.206017	0.005000	7.483555	-0.145675	-5.644918	0.037591	-0.152120	-0.673155	0.025020	0.466709	-0.189864
41	0.211017	0.005000	7.581806	-0.095453	-5.619806	0.036573	-0.152683	-0.673829	0.047170	0.460102	-0.202842
42	0.216017	0.005000	7.707619	0.016579	-5.577329	0.035436	-0.153365	-0.674591	0.039485	0.470143	-0.202251
