Tracker Experiment Results 31-Oct-2014
LEFT_FOOT
	 Translation 			 Local Quaternion 				 Local EulerXYZ 			
0.86	228.8262	160.2734	119.4191	0.7314 	 -0.3385 	 0.4977 	 0.3206 	1.9261 	 0.5364 	 1.2447 	 
0.89	236.6348	165.3279	116.7616	0.7268 	 -0.3424 	 0.5096 	 0.3079 	1.9209 	 0.5585 	 1.2765 	 
0.96	250.5344	167.31	108.5463	0.7067 	 -0.3421 	 0.5392 	 0.3047 	1.8542 	 0.5867 	 1.3474 	 
0.97	251.9388	167.0826	107.1642	0.7040 	 -0.3396 	 0.5446 	 0.3042 	1.8419 	 0.5945 	 1.3565 	 
1.02	257.0396	167.7182	101.5924	0.7052 	 -0.3237 	 0.5664 	 0.2775 	1.8341 	 0.6679 	 1.3802 	 
1.04	257.4465	165.756	98.9799	0.7067 	 -0.3182 	 0.5710 	 0.2707 	1.8344 	 0.6878 	 1.3815 	 
1.05	257.3526	164.8587	97.7235	0.7081 	 -0.3142 	 0.5723 	 0.2690 	1.8347 	 0.6964 	 1.3773 	 
1.14	252.8085	151.9553	90.5906	0.7011 	 -0.3304 	 0.5728 	 0.2669 	1.8323 	 0.6775 	 1.4089 	 
1.15	252.8768	155.12	91.8706	0.7081 	 -0.3275 	 0.5738 	 0.2494 	1.8604 	 0.7065 	 1.4029 	 
1.24	252.7107	155.7631	91.5454	0.7105 	 -0.3266 	 0.5722 	 0.2472 	1.8691 	 0.7098 	 1.3962 	 
1.27	252.2922	156.5522	91.134	0.7079 	 -0.3276 	 0.5742 	 0.2488 	1.8600 	 0.7075 	 1.4043 	 
1.31	252.0439	157.0633	90.949	0.7078 	 -0.3280 	 0.5746 	 0.2475 	1.8609 	 0.7091 	 1.4061 	 
1.32	252.0938	156.9927	90.9493	0.7081 	 -0.3282 	 0.5742 	 0.2473 	1.8624 	 0.7088 	 1.4051 	 
1.5	252.3157	156.7162	91.0961	0.7098 	 -0.3295 	 0.5715 	 0.2468 	1.8706 	 0.7058 	 1.3998 	 
1.63	253.3439	155.5703	91.7783	0.7155 	 -0.3297 	 0.5653 	 0.2445 	1.8931 	 0.7045 	 1.3813 	 
1.72	254.0306	155.0307	92.3666	0.7168 	 -0.3278 	 0.5640 	 0.2464 	1.8943 	 0.7036 	 1.3741 	 
1.77	256.2999	154.6205	94.3836	0.7249 	 -0.3262 	 0.5550 	 0.2451 	1.9232 	 0.7006 	 1.3449 	 
1.79	258.3288	155.2223	98.02	0.7308 	 -0.3222 	 0.5474 	 0.2500 	1.9374 	 0.6931 	 1.3170 	 
1.82	262.8031	156.8409	104.0843	0.7400 	 -0.3102 	 0.5326 	 0.2691 	1.9469 	 0.6704 	 1.2593 	 
1.84	266.6873	158.6714	109.8657	0.7505 	 -0.3124 	 0.5161 	 0.2697 	1.9874 	 0.6513 	 1.2216 	 
1.85	267.8792	158.3146	112.8073	0.7585 	 -0.3161 	 0.5021 	 0.2696 	2.0203 	 0.6327 	 1.1950 	 
1.86	270.3263	160.7771	115.4439	0.7607 	 -0.2974 	 0.5042 	 0.2806 	2.0017 	 0.6437 	 1.1665 	 
1.89	276.3988	165.6078	124.5838	0.7513 	 -0.2711 	 0.5107 	 0.3184 	1.9209 	 0.6369 	 1.1458 	 
1.91	281.1771	168.3148	131.0485	0.7640 	 -0.2595 	 0.4977 	 0.3184 	1.9560 	 0.6375 	 1.0923 	 
1.93	287.1863	170.3202	137.2045	0.7666 	 -0.2587 	 0.4885 	 0.3268 	1.9600 	 0.6185 	 1.0731 	 
1.95	293.5469	173.3277	142.1576	0.7686 	 -0.2624 	 0.4823 	 0.3284 	1.9693 	 0.6053 	 1.0667 	 
1.98	304.2468	176.8569	147.795	0.7612 	 -0.2775 	 0.4820 	 0.3335 	1.9544 	 0.5808 	 1.0972 	 
2	311.7626	180.2221	150.8404	0.7586 	 -0.2848 	 0.4872 	 0.3256 	1.9565 	 0.5868 	 1.1197 	 
2.02	320.5651	183.0303	152.8135	0.7578 	 -0.2941 	 0.4869 	 0.3196 	1.9661 	 0.5823 	 1.1346 	 
2.04	329.5125	186.3374	154.3755	0.7736 	 -0.3069 	 0.4743 	 0.2870 	2.0535 	 0.5916 	 1.1200 	 
2.05	334.1056	187.9956	154.8865	0.7733 	 -0.3076 	 0.4764 	 0.2835 	2.0556 	 0.5973 	 1.1246 	 
2.08	349.4226	192.105	155.0301	0.7692 	 -0.3099 	 0.4832 	 0.2806 	2.0452 	 0.6058 	 1.1431 	 
2.1	361.7974	190.725	154.1082	0.7551 	 -0.3263 	 0.4819 	 0.3017 	2.0010 	 0.5598 	 1.1803 	 
2.12	372.728	192.7661	153.6171	0.7550 	 -0.3268 	 0.4858 	 0.2955 	2.0043 	 0.5709 	 1.1877 	 
2.14	384.0041	194.3745	152.9215	0.7533 	 -0.3269 	 0.4914 	 0.2902 	2.0018 	 0.5831 	 1.1988 	 
2.15	389.5303	194.9154	152.5248	0.7525 	 -0.3290 	 0.4931 	 0.2869 	2.0032 	 0.5864 	 1.2059 	 
2.18	407.1433	196.3001	152.1874	0.7504 	 -0.3414 	 0.5009 	 0.2635 	2.0242 	 0.6089 	 1.2417 	 
2.2	418.7953	195.6583	151.0787	0.7452 	 -0.3417 	 0.5083 	 0.2637 	2.0060 	 0.6154 	 1.2600 	 
2.22	430.5983	194.8941	150.3119	0.7400 	 -0.3403 	 0.5164 	 0.2645 	1.9851 	 0.6239 	 1.2770 	 
2.23	436.5649	194.2475	149.922	0.7375 	 -0.3396 	 0.5199 	 0.2655 	1.9748 	 0.6267 	 1.2846 	 
2.25	448.5951	192.6473	149.0412	0.7343 	 -0.3385 	 0.5242 	 0.2673 	1.9612 	 0.6296 	 1.2935 	 
2.29	471.7344	186.6415	146.4177	0.7344 	 -0.3388 	 0.5228 	 0.2695 	1.9606 	 0.6252 	 1.2912 	 
2.31	485.2568	185.6417	145.4682	0.7290 	 -0.3301 	 0.5330 	 0.2748 	1.9280 	 0.6382 	 1.3011 	 
2.34	504.3631	167.9338	138.0409	0.7098 	 -0.3500 	 0.4970 	 0.3560 	1.8586 	 0.4739 	 1.2730 	 
2.35	508.8539	174.8201	138.6101	0.6923 	 -0.3115 	 0.5500 	 0.3481 	1.7539 	 0.5760 	 1.3289 	 
2.39	533.0457	174.7392	136.7713	0.7175 	 -0.3044 	 0.5537 	 0.2932 	1.8472 	 0.6637 	 1.3120 	 
2.43	561.4384	157.0621	126.417	0.6536 	 -0.3724 	 0.5134 	 0.4130 	1.7126 	 0.3721 	 1.3594 	 
2.46	579.4973	154.0783	122.2558	0.6403 	 -0.3638 	 0.5453 	 0.4004 	1.6635 	 0.4192 	 1.4163 	 
2.49	595.8574	152.7103	117.4041	0.6245 	 -0.3678 	 0.5614 	 0.3996 	1.6260 	 0.4194 	 1.4619 	 
2.53	614.6518	152.72	110.9248	0.6150 	 -0.3930 	 0.5593 	 0.3930 	1.6415 	 0.3888 	 1.5000 	 
2.55	621.7454	153.1934	108.0239	0.5922 	 -0.3978 	 0.5678 	 0.4106 	1.5900 	 0.3532 	 1.5296 	 
2.59	632.217	149.2884	99.5741	0.5905 	 -0.4029 	 0.5805 	 0.3899 	1.5946 	 0.3804 	 1.5693 	 
2.61	632.919	148.7529	95.3149	0.5868 	 -0.4155 	 0.5683 	 0.4002 	1.6067 	 0.3410 	 1.5614 	 
2.65	633.4424	144.6976	89.4205	0.6089 	 -0.4039 	 0.5632 	 0.3858 	1.6440 	 0.3835 	 1.5284 	 
2.69	638.6038	144.1291	90.0948	0.6427 	 -0.4221 	 0.5135 	 0.3810 	1.7659 	 0.3452 	 1.4467 	 
2.7	639.0452	143.2101	90.1282	0.6409 	 -0.4154 	 0.5224 	 0.3792 	1.7500 	 0.3624 	 1.4538 	 
2.72	642.0636	136.5871	88.3287	0.6556 	 -0.3776 	 0.5587 	 0.3398 	1.7362 	 0.4962 	 1.4677 	 
2.74	642.2423	136.4316	88.2676	0.6545 	 -0.3798 	 0.5569 	 0.3424 	1.7360 	 0.4880 	 1.4672 	 
2.75	642.2475	136.4769	88.1362	0.6549 	 -0.3798 	 0.5569 	 0.3416 	1.7373 	 0.4892 	 1.4674 	 
2.78	642.4784	135.9889	87.3621	0.6480 	 -0.3692 	 0.5720 	 0.3414 	1.7000 	 0.5111 	 1.4871 	 
2.8	641.9394	138.2336	87.2137	0.6956 	 -0.4524 	 0.4500 	 0.3301 	1.9812 	 0.3335 	 1.3731 	 
2.81	640.9869	139.8108	87.8646	0.7061 	 -0.4439 	 0.4526 	 0.3154 	2.0036 	 0.3673 	 1.3590 	 
2.83	642.0863	140.5819	88.1976	0.6763 	 -0.4307 	 0.4837 	 0.3510 	1.8810 	 0.3596 	 1.3978 	 
2.84	642.1349	140.5345	88.1484	0.6763 	 -0.4306 	 0.4839 	 0.3507 	1.8811 	 0.3603 	 1.3982 	 
2.86	642.1548	140.5029	88.0421	0.6767 	 -0.4304 	 0.4838 	 0.3505 	1.8817 	 0.3609 	 1.3974 	 
2.89	642.1451	140.7449	87.9153	0.6758 	 -0.4286 	 0.4855 	 0.3519 	1.8759 	 0.3625 	 1.3975 	 
2.91	638.2273	151.0961	91.9085	0.7292 	 -0.3920 	 0.4954 	 0.2631 	2.0184 	 0.5423 	 1.3329 	 
2.93	638.2657	151.1553	92.0097	0.7294 	 -0.3918 	 0.4952 	 0.2633 	2.0188 	 0.5423 	 1.3319 	 
2.94	638.3036	151.2197	92.0539	0.7293 	 -0.3916 	 0.4953 	 0.2634 	2.0182 	 0.5425 	 1.3319 	 
2.96	638.4008	151.1594	92.1857	0.7294 	 -0.3911 	 0.4956 	 0.2634 	2.0178 	 0.5432 	 1.3316 	 
2.99	638.5799	151.0305	92.343	0.7293 	 -0.3901 	 0.4965 	 0.2635 	2.0159 	 0.5452 	 1.3315 	 
3.01	635.1295	152.1576	92.6894	0.7077 	 -0.3774 	 0.5280 	 0.2792 	1.9174 	 0.5664 	 1.3829 	 
3.02	635.2133	152.0147	92.7143	0.7079 	 -0.3775 	 0.5277 	 0.2792 	1.9181 	 0.5660 	 1.3823 	 
3.04	640.0037	142.5636	89.4662	0.6481 	 -0.4059 	 0.5246 	 0.3741 	1.7549 	 0.3858 	 1.4410 	 
3.05	640.0091	142.5147	89.4753	0.6483 	 -0.4059 	 0.5245 	 0.3739 	1.7555 	 0.3860 	 1.4406 	 
3.07	640.0182	142.4577	89.5203	0.6486 	 -0.4058 	 0.5247 	 0.3734 	1.7562 	 0.3872 	 1.4407 	 
3.1	640.5812	144.8457	90.6063	0.6413 	 -0.3913 	 0.5457 	 0.3713 	1.7123 	 0.4217 	 1.4628 	 
3.11	640.6042	144.7606	90.6527	0.6417 	 -0.3913 	 0.5454 	 0.3709 	1.7137 	 0.4221 	 1.4622 	 
3.13	640.0146	142.0787	89.8011	0.6497 	 -0.4040 	 0.5253 	 0.3724 	1.7565 	 0.3916 	 1.4389 	 
3.14	640.0355	142.0062	89.9153	0.6501 	 -0.4036 	 0.5254 	 0.3722 	1.7569 	 0.3927 	 1.4381 	 
3.16	640.077	141.8973	89.9896	0.6507 	 -0.4028 	 0.5256 	 0.3717 	1.7574 	 0.3948 	 1.4370 	 
3.18	640.1658	141.7359	90.1715	0.6509 	 -0.4022 	 0.5258 	 0.3715 	1.7573 	 0.3958 	 1.4365 	 
3.2	640.2389	141.6307	90.3949	0.6522 	 -0.4011 	 0.5257 	 0.3708 	1.7589 	 0.3987 	 1.4340 	 
3.21	640.2978	141.4828	90.5178	0.6528 	 -0.4006 	 0.5253 	 0.3707 	1.7601 	 0.3994 	 1.4323 	 
3.22	640.4353	141.2621	90.6326	0.6544 	 -0.4008 	 0.5237 	 0.3700 	1.7649 	 0.3994 	 1.4289 	 
3.24	640.8182	140.8248	91.025	0.6588 	 -0.4023 	 0.5190 	 0.3672 	1.7802 	 0.3988 	 1.4208 	 
3.25	641.0771	140.5466	91.2335	0.6603 	 -0.4030 	 0.5163 	 0.3675 	1.7857 	 0.3958 	 1.4161 	 
3.27	641.0576	146.9823	94.6501	0.7346 	 -0.3882 	 0.4888 	 0.2659 	2.0299 	 0.5371 	 1.3110 	 
3.29	641.6275	146.5457	95.3178	0.7368 	 -0.3874 	 0.4859 	 0.2663 	2.0360 	 0.5348 	 1.3031 	 
3.31	641.8763	145.4466	96.458	0.7365 	 -0.3858 	 0.4874 	 0.2666 	2.0326 	 0.5378 	 1.3031 	 
3.33	643.3804	144.2934	97.8852	0.7366 	 -0.3883 	 0.4836 	 0.2698 	2.0347 	 0.5269 	 1.3006 	 
3.34	643.9085	143.4072	98.9674	0.7399 	 -0.3862 	 0.4811 	 0.2683 	2.0436 	 0.5291 	 1.2905 	 
3.37	645.4669	142.1169	103.5401	0.7396 	 -0.3917 	 0.4689 	 0.2822 	2.0431 	 0.4922 	 1.2793 	 
3.38	648.0832	143.2651	105.9259	0.7386 	 -0.3838 	 0.4757 	 0.2844 	2.0272 	 0.5057 	 1.2777 	 
3.4	649.6812	137.5059	107.9182	0.7722 	 -0.3759 	 0.4323 	 0.2748 	2.1359 	 0.4793 	 1.1731 	 
3.41	649.9533	135.9341	110.27	0.7369 	 -0.3674 	 0.4530 	 0.3417 	1.9732 	 0.4297 	 1.2114 	 
3.43	652.8973	135.2471	114.7651	0.7289 	 -0.3502 	 0.4589 	 0.3680 	1.9155 	 0.4239 	 1.1962 	 
3.45	657.1747	132.7482	117.9994	0.7057 	 -0.3312 	 0.4702 	 0.4139 	1.8067 	 0.4000 	 1.1944 	 
3.47	660.2806	133.6443	123.4182	0.7049 	 -0.3090 	 0.4764 	 0.4251 	1.7745 	 0.4213 	 1.1711 	 
3.5	669.4951	132.6718	130.5517	0.7376 	 -0.2809 	 0.4690 	 0.3964 	1.8529 	 0.4883 	 1.0978 	 
3.51	667.3221	134.2997	134.4438	0.7129 	 -0.2759 	 0.4699 	 0.4415 	1.7583 	 0.4403 	 1.1052 	 
3.53	675.6807	135.5748	138.4223	0.7424 	 -0.2659 	 0.4607 	 0.4074 	1.8500 	 0.4862 	 1.0575 	 
3.54	677.9735	136.4494	140.9565	0.7439 	 -0.2656 	 0.4540 	 0.4123 	1.8530 	 0.4740 	 1.0449 	 
3.55	679.9782	138.168	142.8714	0.7416 	 -0.2629 	 0.4563 	 0.4156 	1.8421 	 0.4760 	 1.0459 	 
3.58	688.3211	142.8095	148.8616	0.7484 	 -0.2588 	 0.4435 	 0.4199 	1.8586 	 0.4629 	 1.0143 	 
3.6	694.0095	146.1869	152.3765	0.7564 	 -0.2624 	 0.4186 	 0.4287 	1.8847 	 0.4206 	 0.9756 	 
3.61	697.9816	148.9613	153.2869	0.7549 	 -0.2504 	 0.4402 	 0.4166 	1.8735 	 0.4734 	 0.9918 	 
3.63	705.081	152.8946	155.4858	0.7618 	 -0.2481 	 0.4359 	 0.4100 	1.8963 	 0.4789 	 0.9766 	 
3.65	713.4106	157.9834	157.665	0.7703 	 -0.2468 	 0.4389 	 0.3913 	1.9308 	 0.5041 	 0.9729 	 
3.67	722.2072	161.6607	158.7452	0.7716 	 -0.2439 	 0.4448 	 0.3838 	1.9364 	 0.5227 	 0.9761 	 
3.7	736.8157	166.6454	158.3401	0.7658 	 -0.2365 	 0.4651 	 0.3759 	1.9146 	 0.5640 	 1.0015 	 
3.71	742.0691	168.0168	158.1534	0.7638 	 -0.2327 	 0.4729 	 0.3725 	1.9063 	 0.5813 	 1.0103 	 
3.73	753.931	170.2838	156.7372	0.7643 	 -0.2323 	 0.4797 	 0.3631 	1.9119 	 0.5999 	 1.0202 	 
3.74	760.3074	169.9257	155.7394	0.7691 	 -0.2330 	 0.4953 	 0.3299 	1.9470 	 0.6537 	 1.0415 	 
3.75	767.0126	170.6926	155	0.7668 	 -0.2312 	 0.5017 	 0.3271 	1.9387 	 0.6663 	 1.0520 	 
3.77	780.6129	172.6723	152.8317	0.7671 	 -0.2347 	 0.5089 	 0.3122 	1.9512 	 0.6872 	 1.0690 	 
3.8	802.7614	173.6842	149.3022	0.7598 	 -0.2257 	 0.5322 	 0.2976 	1.9255 	 0.7400 	 1.1050 	 
3.82	818.4831	173.4231	147.0888	0.7568 	 -0.2283 	 0.5366 	 0.2953 	1.9172 	 0.7442 	 1.1209 	 
3.83	826.8588	172.6941	145.8338	0.7546 	 -0.2248 	 0.5439 	 0.2903 	1.9086 	 0.7618 	 1.1321 	 
3.84	835.3047	172.6844	145.0667	0.7528 	 -0.2230 	 0.5474 	 0.2897 	1.9007 	 0.7684 	 1.1385 	 
3.85	844.2666	170.618	143.6646	0.7381 	 -0.2085 	 0.5726 	 0.2896 	1.8298 	 0.8104 	 1.1881 	 
3.88	869.643	169.4397	140.8234	0.7437 	 -0.2304 	 0.5530 	 0.2968 	1.8666 	 0.7556 	 1.1726 	 
3.9	887.6504	167.0185	138.9369	0.7375 	 -0.2330 	 0.5562 	 0.3040 	1.8415 	 0.7460 	 1.1905 	 
3.91	896.7324	165.9136	138.1449	0.7341 	 -0.2340 	 0.5583 	 0.3075 	1.8279 	 0.7421 	 1.2001 	 
3.93	915.1267	163.1637	136.4839	0.7271 	 -0.2410 	 0.5586 	 0.3183 	1.8034 	 0.7193 	 1.2181 	 
3.95	933.7649	159.9783	135.1264	0.7196 	 -0.2504 	 0.5569 	 0.3307 	1.7811 	 0.6891 	 1.2349 	 
3.97	952.6091	156.0168	133.7271	0.7109 	 -0.2557 	 0.5596 	 0.3407 	1.7525 	 0.6706 	 1.2556 	 
3.99	971.0385	152.2126	132.4816	0.7015 	 -0.2670 	 0.5591 	 0.3522 	1.7294 	 0.6390 	 1.2772 	 
4	980.3945	150.1128	131.9034	0.6955 	 -0.2682 	 0.5633 	 0.3563 	1.7096 	 0.6341 	 1.2923 	 
4.02	998.5246	145.8982	130.6072	0.6871 	 -0.2784 	 0.5640 	 0.3638 	1.6920 	 0.6096 	 1.3132 	 
4.04	1016.711	141.2052	128.801	0.6783 	 -0.2863 	 0.5657 	 0.3713 	1.6722 	 0.5882 	 1.3329 	 
4.05	1025.3789	139.4598	128.0208	0.6738 	 -0.2879 	 0.5700 	 0.3719 	1.6594 	 0.5872 	 1.3474 	 
4.07	1043.0531	135.5916	126.2021	0.6643 	 -0.2937 	 0.5735 	 0.3790 	1.6362 	 0.5696 	 1.3678 	 
4.1	1068.4003	130.0786	123.5346	0.6534 	 -0.3041 	 0.5816 	 0.3774 	1.6164 	 0.5591 	 1.4065 	 
4.11	1076.6079	127.9222	122.6478	0.6449 	 -0.3077 	 0.5848 	 0.3839 	1.5957 	 0.5445 	 1.4222 	 
4.13	1092.4214	124.6578	120.7072	0.6384 	 -0.3189 	 0.5860 	 0.3840 	1.5921 	 0.5273 	 1.4433 	 
4.14	1100.0976	123.2752	119.815	0.6357 	 -0.3256 	 0.5867 	 0.3817 	1.5942 	 0.5205 	 1.4558 	 
4.17	1121.3257	119.5074	116.8564	0.6248 	 -0.3377 	 0.5940 	 0.3778 	1.5809 	 0.5088 	 1.4950 	 
4.19	1133.8676	117.7684	114.8363	0.6202 	 -0.3403 	 0.6047 	 0.3659 	1.5719 	 0.5249 	 1.5279 	 
4.2	1139.7088	116.8667	113.4416	0.6149 	 -0.3437 	 0.6070 	 0.3680 	1.5620 	 0.5160 	 1.5397 	 
4.22	1150.0137	115.1979	110.8381	0.6074 	 -0.3481 	 0.6142 	 0.3642 	1.5479 	 0.5150 	 1.5673 	 
4.23	1154.4457	115.7772	110.2708	0.6151 	 -0.3572 	 0.6133 	 0.3434 	1.5845 	 0.5342 	 1.5795 	 
4.24	1158.4894	115.3579	108.6201	0.6099 	 -0.3587 	 0.6174 	 0.3438 	1.5723 	 0.5311 	 1.5937 	 
4.26	1164.8691	114.8411	104.9108	0.6061 	 -0.3638 	 0.6201 	 0.3403 	1.5701 	 0.5284 	 1.6097 	 
4.28	1168.9485	114.7383	100.299	0.6025 	 -0.3665 	 0.6216 	 0.3411 	1.5645 	 0.5223 	 1.6185 	 
4.3	1169.9148	115.0306	97.5716	0.6059 	 -0.3680 	 0.6174 	 0.3410 	1.5766 	 0.5204 	 1.6091 	 
4.33	1172.1913	115.9036	94.6604	0.6209 	 -0.3672 	 0.6010 	 0.3443 	1.6175 	 0.5159 	 1.5616 	 
4.34	1173.112	115.3413	95.4462	0.6254 	 -0.3668 	 0.5970 	 0.3434 	1.6298 	 0.5176 	 1.5501 	 
4.36	1176.5146	111.9691	97.9321	0.6374 	 -0.3759 	 0.5821 	 0.3371 	1.6800 	 0.5104 	 1.5251 	 
4.38	1179.8597	108.0586	100.1124	0.6618 	 -0.3983 	 0.5441 	 0.3278 	1.7898 	 0.4769 	 1.4685 	 
4.41	1180.1373	107.0089	99.8774	0.6521 	 -0.3827 	 0.5628 	 0.3340 	1.7348 	 0.4989 	 1.4869 	 
4.43	1180.2688	106.1997	99.639	0.6519 	 -0.3841 	 0.5610 	 0.3359 	1.7361 	 0.4931 	 1.4849 	 
4.44	1180.2601	105.9213	99.5519	0.6525 	 -0.3852 	 0.5593 	 0.3362 	1.7398 	 0.4903 	 1.4828 	 
4.45	1179.9772	105.7913	98.4608	0.6516 	 -0.3772 	 0.5600 	 0.3458 	1.7228 	 0.4880 	 1.4706 	 
4.49	1180.1349	105.5524	97.8663	0.6446 	 -0.3783 	 0.5579 	 0.3606 	1.7023 	 0.4627 	 1.4687 	 
4.5	1180.2493	105.3654	97.9358	0.6460 	 -0.3786 	 0.5570 	 0.3593 	1.7070 	 0.4640 	 1.4668 	 
4.51	1180.3837	105.1527	98.0217	0.6471 	 -0.3790 	 0.5560 	 0.3585 	1.7107 	 0.4643 	 1.4650 	 
4.53	1180.4465	105.6897	98.537	0.6541 	 -0.3773 	 0.5575 	 0.3450 	1.7305 	 0.4881 	 1.4644 	 
4.54	1180.5066	105.6387	98.5105	0.6548 	 -0.3771 	 0.5573 	 0.3443 	1.7323 	 0.4895 	 1.4635 	 
4.57	1180.8354	104.5983	97.9058	0.6513 	 -0.3799 	 0.5525 	 0.3554 	1.7246 	 0.4664 	 1.4576 	 
4.6	1180.6718	104.8756	97.7753	0.6503 	 -0.3787 	 0.5540 	 0.3561 	1.7199 	 0.4677 	 1.4593 	 
4.61	1180.6691	104.8863	97.7306	0.6503 	 -0.3785 	 0.5539 	 0.3564 	1.7196 	 0.4674 	 1.4587 	 
4.62	1180.6702	105.0163	97.7206	0.6505 	 -0.3779 	 0.5540 	 0.3565 	1.7192 	 0.4682 	 1.4579 	 
4.64	1180.6637	105.1071	97.7249	0.6502 	 -0.3769 	 0.5545 	 0.3574 	1.7166 	 0.4685 	 1.4573 	 
4.65	1180.6667	105.133	97.7746	0.6507 	 -0.3769 	 0.5541 	 0.3571 	1.7180 	 0.4690 	 1.4564 	 
4.67	1180.9001	106.1578	98.4714	0.6523 	 -0.3764 	 0.5533 	 0.3560 	1.7220 	 0.4710 	 1.4533 	 
4.7	1181.2137	105.1506	97.911	0.6526 	 -0.3745 	 0.5565 	 0.3525 	1.7204 	 0.4805 	 1.4576 	 
4.71	1181.2221	105.1062	97.9802	0.6529 	 -0.3745 	 0.5560 	 0.3526 	1.7215 	 0.4801 	 1.4564 	 
4.73	1181.1471	105.8423	98.3536	0.6562 	 -0.3713 	 0.5610 	 0.3418 	1.7277 	 0.5034 	 1.4624 	 
4.74	1181.1569	105.8262	98.4067	0.6564 	 -0.3714 	 0.5608 	 0.3416 	1.7286 	 0.5035 	 1.4619 	 
4.76	1181.1688	105.7528	98.4061	0.6571 	 -0.3716 	 0.5603 	 0.3409 	1.7310 	 0.5040 	 1.4610 	 
4.78	1181.161	105.7068	98.4145	0.6574 	 -0.3711 	 0.5606 	 0.3403 	1.7313 	 0.5058 	 1.4607 	 
4.81	1180.9818	104.6759	98.2545	0.6549 	 -0.3771 	 0.5504 	 0.3549 	1.7311 	 0.4704 	 1.4473 	 
4.82	1181.0097	104.6332	98.2549	0.6556 	 -0.3775 	 0.5495 	 0.3545 	1.7338 	 0.4701 	 1.4459 	 
4.84	1181.0712	104.5326	98.3401	0.6565 	 -0.3777 	 0.5487 	 0.3539 	1.7369 	 0.4704 	 1.4442 	 
4.85	1181.1264	104.5009	98.3678	0.6570 	 -0.3777 	 0.5484 	 0.3534 	1.7384 	 0.4709 	 1.4434 	 
4.89	1181.267	104.3541	98.4398	0.6591 	 -0.3780 	 0.5466 	 0.3520 	1.7452 	 0.4717 	 1.4395 	 
4.91	1181.3098	104.2873	98.5416	0.6599 	 -0.3777 	 0.5461 	 0.3514 	1.7474 	 0.4728 	 1.4378 	 
4.92	1181.3674	104.2415	98.5667	0.6605 	 -0.3779 	 0.5457 	 0.3509 	1.7494 	 0.4732 	 1.4369 	 
4.93	1181.4145	104.193	98.5942	0.6613 	 -0.3780 	 0.5449 	 0.3505 	1.7521 	 0.4731 	 1.4351 	 
