# FOX Logger (IMU file)
# (c) INRIA 2011-2013
#
# File created from file HKB0_01.RAW
#
# File format:
# t;dt;gx;gy;gz
#
# Units:
#	Time: s
#	Rotation speed: rad.s^-1
#
0.003479;0.003479;0.241903;0.168599;-0.116064
0.008270;0.004791;0.063530;0.332311;-0.147829
0.013092;0.004822;0.113621;0.261450;-0.183260
0.017883;0.004791;0.134390;0.134390;-0.152716
0.022675;0.004791;0.155160;0.085521;-0.087965
0.027496;0.004822;0.160047;0.111177;-0.045204
0.032288;0.004791;0.151495;0.112399;-0.015882
0.037079;0.004791;0.129503;0.125838;-0.018326
0.041870;0.004791;0.058643;0.120951;-0.026878
0.046692;0.004822;-0.065973;0.058643;-0.029322
0.051483;0.004791;-0.212581;0.012217;-0.041539
0.056274;0.004791;-0.318872;0.010996;-0.056200
0.061066;0.004791;-0.392175;0.031765;-0.063530
0.065887;0.004822;-0.460592;0.029322;-0.047647
0.070679;0.004791;-0.518014;0.013439;-0.035430
0.075470;0.004791;-0.548557;-0.002443;-0.026878
0.080261;0.004791;-0.536340;0.036652;-0.047647
0.085083;0.004822;-0.492357;0.094073;-0.042761
0.089874;0.004791;-0.459371;0.092852;-0.034208
0.094666;0.004791;-0.458149;0.058643;-0.021991
0.099487;0.004822;-0.455705;0.010996;-0.002443
0.104279;0.004791;-0.425162;-0.045204;0.025656
0.109070;0.004791;-0.398284;-0.085521;0.039095
0.113861;0.004791;-0.348193;-0.116064;0.026878
0.118683;0.004822;-0.270002;-0.087965;-0.019548
0.123474;0.004791;-0.167377;-0.025656;-0.069639
0.128265;0.004791;-0.028100;0.047647;-0.129503
0.133057;0.004791;0.098960;0.102625;-0.191812
0.137878;0.004822;0.207694;0.112399;-0.216246
0.142670;0.004791;0.300546;0.079412;-0.189368
0.147461;0.004791;0.376293;0.098960;-0.193033
0.152252;0.004791;0.436158;0.151495;-0.217468
0.157074;0.004822;0.401949;0.135612;-0.193033
0.161865;0.004791;0.300546;0.098960;-0.167377
0.166656;0.004791;0.152716;0.054978;-0.119730
0.171448;0.004791;-0.004887;-0.025656;-0.050091
0.176270;0.004822;-0.166155;-0.081856;0.017104
0.181061;0.004791;-0.331089;-0.101404;0.086743
0.185852;0.004791;-0.470366;-0.122173;0.134390
0.190674;0.004822;-0.542448;-0.125838;0.161268
0.195465;0.004791;-0.570548;-0.112399;0.161268
0.200256;0.004791;-0.514349;-0.083078;0.129503
0.205048;0.004791;-0.404393;-0.073304;0.089186
0.209869;0.004822;-0.266337;-0.078191;0.057421
0.214661;0.004791;-0.098960;-0.065973;0.014661
0.219452;0.004791;0.070860;-0.058643;-0.013439
0.224243;0.004791;0.193033;-0.059865;-0.047647
0.229065;0.004822;0.278555;-0.020769;-0.105069
0.233856;0.004791;0.287107;0.003665;-0.146608
0.238647;0.004791;0.256563;-0.009774;-0.160047
0.243439;0.004791;0.207694;-0.021991;-0.142942
0.248260;0.004822;0.145386;-0.053756;-0.079412
0.253052;0.004791;0.091630;-0.075747;-0.007330
0.257874;0.004822;0.062308;-0.111177;0.087965
0.262665;0.004791;0.030543;-0.145386;0.191812
0.267456;0.004791;0.012217;-0.149051;0.278555
0.272247;0.004791;-0.015882;-0.144164;0.320093
0.277039;0.004791;-0.031765;-0.119730;0.346971
0.281860;0.004822;-0.051313;-0.103847;0.366519
0.286652;0.004791;-0.057421;-0.090408;0.368963
0.291443;0.004791;-0.069639;-0.061087;0.359189
0.296234;0.004791;-0.111177;-0.054978;0.331089
0.301056;0.004822;-0.184481;-0.057421;0.299324
0.305847;0.004791;-0.259007;-0.051313;0.278555
0.310638;0.004791;-0.313985;-0.036652;0.261450
0.315430;0.004791;-0.376293;-0.047647;0.270002
0.320251;0.004822;-0.432493;-0.070860;0.268781
0.325043;0.004791;-0.434936;-0.048869;0.278555
0.329834;0.004791;-0.406836;0.006109;0.290772
0.334656;0.004822;-0.298102;0.108734;0.266337
0.339447;0.004791;-0.202807;0.266337;0.263894
0.344238;0.004791;-0.095295;0.458149;0.274889
0.349030;0.004791;0.007330;0.602313;0.237016
0.353851;0.004822;0.037874;0.676839;0.188146
0.358643;0.004791;-0.064752;0.635300;0.184481
0.363434;0.004791;-0.365297;0.891863;-0.002443
0.368225;0.004791;-0.379958;0.555887;-0.046426
0.373047;0.004822;-0.123395;0.305433;0.064752
0.377838;0.004791;0.134390;0.260229;0.012217
0.382629;0.004791;0.298102;0.123395;-0.040317
0.387421;0.004791;0.465479;0.171042;-0.109956
0.392242;0.004822;0.553444;0.250455;-0.174707
0.397034;0.004791;0.544892;0.322537;-0.228464
0.401825;0.004791;0.496023;0.382402;-0.251676
0.406616;0.004791;0.456927;0.438601;-0.241903
0.411438;0.004822;0.436158;0.507018;-0.223577
0.416229;0.004791;0.421497;0.552222;-0.212581
0.421021;0.004791;0.364076;0.558331;-0.186925
0.425842;0.004822;0.260229;0.467923;-0.161268
0.430634;0.004791;0.156382;0.388510;-0.120951
0.435425;0.004791;0.092852;0.333532;-0.096517
0.440216;0.004791;0.080634;0.307876;-0.086743
0.445038;0.004822;0.074526;0.311541;-0.079412
0.449829;0.004791;0.064752;0.296881;-0.070860
0.454620;0.004791;0.014661;0.252898;-0.047647
0.459412;0.004791;-0.050091;0.201586;-0.023213
0.464233;0.004822;-0.097738;0.163712;0.007330
0.469025;0.004791;-0.138056;0.149051;0.037874
0.473816;0.004791;-0.172264;0.150273;0.043982
0.478607;0.004791;-0.196699;0.173486;0.041539
0.483429;0.004822;-0.234572;0.182038;0.032987
0.488220;0.004791;-0.262672;0.179594;0.025656
0.493011;0.004791;-0.283441;0.200364;0.013439
0.497833;0.004822;-0.307876;0.219911;0.000000
0.502625;0.004791;-0.324980;0.232129;-0.024435
0.507416;0.004791;-0.307876;0.270002;-0.039095
0.512207;0.004791;-0.277333;0.332311;-0.067195
0.517029;0.004822;-0.248011;0.384845;-0.092852
0.521820;0.004791;-0.223577;0.432493;-0.100182
0.526611;0.004791;-0.216246;0.438601;-0.080634
0.531403;0.004791;-0.237016;0.403171;-0.051313
0.536224;0.004822;-0.273668;0.329867;-0.015882
