Tracker Experiment Results 03-Nov-2014
RIGHT_SHANK
	 Translation 			 Local Quaternion 				 Local EulerXYZ 			
 t	 x	 y	 z	 x	 y	 z	 w	 x	 y	 z	
6.35	1120.3698	-191.1388	268.5179	-0.4802 	 -0.4361 	 -0.5451 	 0.5311 	-1.4113 	 0.0602 	 -1.5454 	 
6.36	1120.8512	-191.4926	268.42	-0.4804 	 -0.4344 	 -0.5454 	 0.5321 	-1.4087 	 0.0618 	 -1.5430 	 
6.37	1121.1903	-191.8787	268.403	-0.4818 	 -0.4316 	 -0.5461 	 0.5323 	-1.4067 	 0.0668 	 -1.5398 	 
6.38	1121.3344	-192.6536	268.7943	-0.4823 	 -0.4299 	 -0.5460 	 0.5334 	-1.4044 	 0.0681 	 -1.5365 	 
6.39	1121.807	-192.8041	268.5903	-0.4849 	 -0.4266 	 -0.5474 	 0.5322 	-1.4038 	 0.0769 	 -1.5338 	 
6.4	1122.195	-193.1807	268.4892	-0.4857 	 -0.4243 	 -0.5488 	 0.5318 	-1.4014 	 0.0819 	 -1.5331 	 
6.41	1122.5889	-193.5531	268.4429	-0.4849 	 -0.4232 	 -0.5496 	 0.5326 	-1.3978 	 0.0823 	 -1.5331 	 
6.42	1123.1905	-193.6532	268.2903	-0.4832 	 -0.4243 	 -0.5484 	 0.5346 	-1.3965 	 0.0764 	 -1.5321 	 
6.43	1123.8467	-193.673	268.0939	-0.4819 	 -0.4246 	 -0.5475 	 0.5364 	-1.3945 	 0.0721 	 -1.5308 	 
6.44	1124.4021	-193.7515	268.0008	-0.4808 	 -0.4261 	 -0.5456 	 0.5381 	-1.3950 	 0.0661 	 -1.5293 	 
6.45	1124.8372	-193.7786	267.9257	-0.4800 	 -0.4279 	 -0.5436 	 0.5395 	-1.3966 	 0.0602 	 -1.5278 	 
6.46	1125.1144	-193.818	267.8687	-0.4800 	 -0.4286 	 -0.5424 	 0.5401 	-1.3979 	 0.0577 	 -1.5265 	 
6.47	1125.2865	-194.103	267.9161	-0.4809 	 -0.4272 	 -0.5431 	 0.5397 	-1.3972 	 0.0613 	 -1.5255 	 
6.48	1125.5005	-194.192	267.8597	-0.4815 	 -0.4267 	 -0.5428 	 0.5398 	-1.3975 	 0.0622 	 -1.5241 	 
6.49	1125.7067	-194.3991	267.8397	-0.4817 	 -0.4262 	 -0.5427 	 0.5402 	-1.3970 	 0.0624 	 -1.5231 	 
6.5	1125.9792	-194.4995	267.8184	-0.4811 	 -0.4271 	 -0.5414 	 0.5413 	-1.3974 	 0.0586 	 -1.5218 	 
6.51	1126.2766	-194.709	267.8308	-0.4809 	 -0.4274 	 -0.5407 	 0.5420 	-1.3974 	 0.0567 	 -1.5206 	 
6.52	1126.5726	-194.9017	267.7998	-0.4806 	 -0.4276 	 -0.5399 	 0.5428 	-1.3973 	 0.0547 	 -1.5195 	 
6.53	1126.8126	-195.1014	267.8207	-0.4802 	 -0.4286 	 -0.5384 	 0.5440 	-1.3982 	 0.0508 	 -1.5178 	 
6.54	1127.005	-195.258	267.8008	-0.4800 	 -0.4292 	 -0.5371 	 0.5448 	-1.3990 	 0.0480 	 -1.5161 	 
6.55	1127.1322	-195.4126	267.7647	-0.4805 	 -0.4291 	 -0.5365 	 0.5451 	-1.3998 	 0.0478 	 -1.5145 	 
6.56	1127.2335	-195.6081	267.7359	-0.4814 	 -0.4281 	 -0.5367 	 0.5450 	-1.3997 	 0.0501 	 -1.5132 	 
6.57	1127.3584	-195.7638	267.7059	-0.4814 	 -0.4273 	 -0.5367 	 0.5455 	-1.3984 	 0.0506 	 -1.5120 	 
6.58	1127.5604	-195.782	267.6301	-0.4811 	 -0.4270 	 -0.5363 	 0.5464 	-1.3973 	 0.0494 	 -1.5107 	 
6.59	1127.7409	-195.8645	267.6064	-0.4805 	 -0.4273 	 -0.5356 	 0.5474 	-1.3966 	 0.0470 	 -1.5096 	 
6.6	1127.9333	-195.9504	267.5597	-0.4801 	 -0.4274 	 -0.5351 	 0.5481 	-1.3961 	 0.0454 	 -1.5087 	 
6.61	1128.1023	-196.0941	267.5602	-0.4799 	 -0.4276 	 -0.5345 	 0.5488 	-1.3961 	 0.0436 	 -1.5078 	 
6.62	1128.2951	-196.2188	267.5447	-0.4795 	 -0.4280 	 -0.5338 	 0.5495 	-1.3960 	 0.0417 	 -1.5070 	 
6.63	1128.48	-196.3319	267.5297	-0.4791 	 -0.4281 	 -0.5332 	 0.5504 	-1.3954 	 0.0396 	 -1.5059 	 
6.64	1128.6727	-196.3654	267.4875	-0.4786 	 -0.4281 	 -0.5326 	 0.5513 	-1.3944 	 0.0377 	 -1.5047 	 
6.65	1128.8373	-196.4301	267.4608	-0.4783 	 -0.4280 	 -0.5322 	 0.5521 	-1.3937 	 0.0365 	 -1.5036 	 
6.66	1128.9729	-196.44	267.4125	-0.4775 	 -0.4284 	 -0.5314 	 0.5533 	-1.3928 	 0.0333 	 -1.5025 	 
6.67	1129.1178	-196.4343	267.3728	-0.4770 	 -0.4286 	 -0.5310 	 0.5539 	-1.3922 	 0.0317 	 -1.5020 	 
6.68	1129.2405	-196.4906	267.3225	-0.4765 	 -0.4289 	 -0.5306 	 0.5546 	-1.3916 	 0.0300 	 -1.5016 	 
6.69	1129.356	-196.4834	267.2623	-0.4756 	 -0.4291 	 -0.5302 	 0.5554 	-1.3905 	 0.0277 	 -1.5013 	 
6.7	1129.4455	-196.5324	267.2147	-0.4753 	 -0.4291 	 -0.5302 	 0.5558 	-1.3898 	 0.0270 	 -1.5011 	 
6.71	1129.582	-196.5784	267.1848	-0.4750 	 -0.4293 	 -0.5300 	 0.5561 	-1.3896 	 0.0259 	 -1.5011 	 
6.72	1129.767	-196.5323	267.1106	-0.4739 	 -0.4301 	 -0.5292 	 0.5571 	-1.3889 	 0.0224 	 -1.5007 	 
6.73	1129.9622	-196.5594	267.0305	-0.4727 	 -0.4311 	 -0.5284 	 0.5582 	-1.3884 	 0.0182 	 -1.5008 	 
6.74	1130.099	-196.5733	266.9865	-0.4721 	 -0.4315 	 -0.5283 	 0.5584 	-1.3879 	 0.0169 	 -1.5012 	 
6.75	1130.1731	-196.5983	266.9642	-0.4716 	 -0.4319 	 -0.5279 	 0.5589 	-1.3876 	 0.0151 	 -1.5011 	 
6.76	1130.2029	-196.689	266.933	-0.4716 	 -0.4318 	 -0.5281 	 0.5588 	-1.3875 	 0.0155 	 -1.5014 	 
6.77	1130.2049	-196.7483	266.8811	-0.4713 	 -0.4313 	 -0.5285 	 0.5591 	-1.3860 	 0.0159 	 -1.5014 	 
6.78	1130.2359	-196.7825	266.8195	-0.4711 	 -0.4312 	 -0.5286 	 0.5593 	-1.3854 	 0.0157 	 -1.5013 	 
6.79	1130.2941	-196.8174	266.7656	-0.4703 	 -0.4314 	 -0.5282 	 0.5601 	-1.3844 	 0.0135 	 -1.5009 	 
6.8	1130.3589	-196.7818	266.6763	-0.4690 	 -0.4321 	 -0.5274 	 0.5614 	-1.3831 	 0.0096 	 -1.5005 	 
6.81	1130.4096	-196.7747	266.6032	-0.4679 	 -0.4329 	 -0.5270 	 0.5621 	-1.3823 	 0.0064 	 -1.5009 	 
6.82	1130.6669	-195.6183	266.3293	-0.4564 	 -0.4360 	 -0.5250 	 0.5710 	-1.3660 	 -0.0187 	 -1.5022 	 
6.83	1130.6325	-195.4287	266.1567	-0.4548 	 -0.4364 	 -0.5247 	 0.5722 	-1.3638 	 -0.0222 	 -1.5024 	 
6.84	1130.5588	-195.5025	266.1382	-0.4539 	 -0.4374 	 -0.5242 	 0.5726 	-1.3639 	 -0.0250 	 -1.5029 	 
6.85	1130.4358	-195.7079	266.1147	-0.4539 	 -0.4373 	 -0.5249 	 0.5720 	-1.3637 	 -0.0238 	 -1.5043 	 
6.86	1130.3018	-195.9026	266.0958	-0.4537 	 -0.4372 	 -0.5253 	 0.5720 	-1.3631 	 -0.0235 	 -1.5048 	 
6.87	1130.1831	-196.0714	266.0449	-0.4534 	 -0.4367 	 -0.5259 	 0.5719 	-1.3619 	 -0.0226 	 -1.5053 	 
6.88	1130.1285	-196.2563	265.9822	-0.4530 	 -0.4363 	 -0.5264 	 0.5721 	-1.3605 	 -0.0223 	 -1.5056 	 
6.89	1130.6108	-195.222	265.5693	-0.4564 	 -0.4293 	 -0.5349 	 0.5669 	-1.3543 	 0.0015 	 -1.5115 	 
6.9	1130.6611	-195.4315	265.5058	-0.4559 	 -0.4296 	 -0.5346 	 0.5673 	-1.3538 	 0.0001 	 -1.5115 	 
6.91	1130.7106	-195.5891	265.4171	-0.4556 	 -0.4294 	 -0.5347 	 0.5676 	-1.3530 	 -0.0002 	 -1.5113 	 
6.93	1130.6685	-196.0506	265.2518	-0.4550 	 -0.4285 	 -0.5355 	 0.5680 	-1.3503 	 0.0005 	 -1.5115 	 
6.94	1130.5677	-196.2769	265.1754	-0.4554 	 -0.4273 	 -0.5365 	 0.5677 	-1.3488 	 0.0034 	 -1.5115 	 
6.95	1130.4341	-196.4748	265.1075	-0.4557 	 -0.4263 	 -0.5371 	 0.5675 	-1.3477 	 0.0057 	 -1.5112 	 
6.96	1130.2899	-196.7315	265.0496	-0.4560 	 -0.4253 	 -0.5375 	 0.5677 	-1.3466 	 0.0073 	 -1.5104 	 
6.97	1129.8982	-197.9772	265.1655	-0.4639 	 -0.4228 	 -0.5385 	 0.5621 	-1.3571 	 0.0243 	 -1.5083 	 
6.98	1129.7801	-198.3657	265.1084	-0.4649 	 -0.4209 	 -0.5396 	 0.5617 	-1.3557 	 0.0288 	 -1.5074 	 
6.99	1129.6859	-198.8622	265.031	-0.4665 	 -0.4181 	 -0.5411 	 0.5610 	-1.3539 	 0.0356 	 -1.5060 	 
7	1129.9852	-198.1477	264.6628	-0.4601 	 -0.4169 	 -0.5419 	 0.5664 	-1.3396 	 0.0264 	 -1.5058 	 
7.01	1129.7508	-199.7951	264.8046	-0.4705 	 -0.4138 	 -0.5424 	 0.5596 	-1.3541 	 0.0473 	 -1.5015 	 
7.02	1129.793	-200.2837	264.7601	-0.4725 	 -0.4117 	 -0.5432 	 0.5587 	-1.3542 	 0.0533 	 -1.4999 	 
7.03	1129.3849	-201.6424	264.9345	-0.4794 	 -0.4099 	 -0.5413 	 0.5560 	-1.3647 	 0.0633 	 -1.4927 	 
7.04	1130.0521	-199.997	264.4982	-0.4668 	 -0.4100 	 -0.5435 	 0.5644 	-1.3405 	 0.0446 	 -1.4977 	 
7.05	1130.2646	-200.37	264.3712	-0.4723 	 -0.4061 	 -0.5477 	 0.5586 	-1.3444 	 0.0637 	 -1.5005 	 
7.06	1129.7744	-201.7324	264.7602	-0.4788 	 -0.4037 	 -0.5475 	 0.5550 	-1.3529 	 0.0762 	 -1.4959 	 
7.07	1129.689	-201.9636	264.7838	-0.4811 	 -0.4011 	 -0.5490 	 0.5534 	-1.3530 	 0.0845 	 -1.4950 	 
7.08	1129.6452	-202.0529	264.7508	-0.4829 	 -0.3987 	 -0.5502 	 0.5524 	-1.3525 	 0.0911 	 -1.4937 	 
7.09	1129.6049	-202.1827	264.7425	-0.4838 	 -0.3975 	 -0.5506 	 0.5520 	-1.3524 	 0.0941 	 -1.4928 	 
7.1	1129.6145	-202.2527	264.6834	-0.4849 	 -0.3961 	 -0.5514 	 0.5513 	-1.3520 	 0.0981 	 -1.4922 	 
7.11	1129.6659	-202.3556	264.6392	-0.4855 	 -0.3953 	 -0.5517 	 0.5511 	-1.3518 	 0.1002 	 -1.4915 	 
7.12	1129.3488	-203.5795	264.949	-0.4842 	 -0.4000 	 -0.5459 	 0.5546 	-1.3572 	 0.0852 	 -1.4864 	 
7.13	1129.5433	-202.9001	264.6159	-0.4813 	 -0.4004 	 -0.5441 	 0.5585 	-1.3524 	 0.0766 	 -1.4831 	 
7.14	1129.6454	-203.0062	264.6235	-0.4821 	 -0.3995 	 -0.5443 	 0.5583 	-1.3524 	 0.0788 	 -1.4821 	 
7.15	1129.6663	-203.858	264.9542	-0.4864 	 -0.3979 	 -0.5458 	 0.5543 	-1.3581 	 0.0901 	 -1.4828 	 
7.16	1129.8812	-203.0063	264.6066	-0.4832 	 -0.3982 	 -0.5438 	 0.5588 	-1.3525 	 0.0806 	 -1.4789 	 
7.17	1129.9492	-202.9975	264.6419	-0.4848 	 -0.3971 	 -0.5441 	 0.5579 	-1.3537 	 0.0847 	 -1.4777 	 
7.18	1130.0302	-202.8992	264.6585	-0.4855 	 -0.3965 	 -0.5439 	 0.5579 	-1.3541 	 0.0858 	 -1.4765 	 
7.19	1130.1498	-202.851	264.6272	-0.4859 	 -0.3958 	 -0.5439 	 0.5581 	-1.3538 	 0.0870 	 -1.4751 	 
7.2	1130.3264	-203.6003	264.862	-0.4900 	 -0.3942 	 -0.5451 	 0.5544 	-1.3592 	 0.0973 	 -1.4754 	 
7.21	1130.767	-203.5166	264.7487	-0.4896 	 -0.3944 	 -0.5439 	 0.5558 	-1.3588 	 0.0944 	 -1.4730 	 
7.22	1131.2721	-203.4611	264.7489	-0.4894 	 -0.3952 	 -0.5425 	 0.5568 	-1.3597 	 0.0910 	 -1.4711 	 
7.23	1131.7738	-203.3356	264.7122	-0.4886 	 -0.3961 	 -0.5415 	 0.5578 	-1.3597 	 0.0872 	 -1.4705 	 
7.24	1132.3308	-203.2346	264.6398	-0.4882 	 -0.3968 	 -0.5401 	 0.5590 	-1.3602 	 0.0839 	 -1.4686 	 
7.25	1132.8277	-203.1821	264.6073	-0.4892 	 -0.3962 	 -0.5394 	 0.5592 	-1.3611 	 0.0846 	 -1.4662 	 
7.26	1133.2974	-203.0487	264.5835	-0.4906 	 -0.3953 	 -0.5388 	 0.5592 	-1.3625 	 0.0867 	 -1.4634 	 
7.27	1133.7119	-202.8852	264.6192	-0.4923 	 -0.3938 	 -0.5385 	 0.5590 	-1.3635 	 0.0901 	 -1.4604 	 
7.28	1134.0497	-202.788	264.6313	-0.4932 	 -0.3925 	 -0.5384 	 0.5594 	-1.3630 	 0.0921 	 -1.4578 	 
7.29	1134.3826	-202.7251	264.6123	-0.4939 	 -0.3911 	 -0.5382 	 0.5599 	-1.3622 	 0.0937 	 -1.4552 	 
7.3	1134.9015	-202.577	264.5734	-0.4946 	 -0.3906 	 -0.5368 	 0.5610 	-1.3627 	 0.0928 	 -1.4513 	 
7.31	1135.5212	-202.4097	264.5447	-0.4945 	 -0.3911 	 -0.5348 	 0.5626 	-1.3635 	 0.0889 	 -1.4479 	 
7.32	1136.2377	-202.1253	264.5149	-0.4924 	 -0.3933 	 -0.5320 	 0.5656 	-1.3628 	 0.0790 	 -1.4453 	 
7.33	1136.8619	-201.8979	264.4591	-0.4905 	 -0.3948 	 -0.5304 	 0.5676 	-1.3617 	 0.0722 	 -1.4446 	 
7.34	1137.2459	-201.226	264.0395	-0.4897 	 -0.3940 	 -0.5324 	 0.5669 	-1.3588 	 0.0748 	 -1.4476 	 
7.35	1138.4533	-200.4721	263.7512	-0.4904 	 -0.3945 	 -0.5287 	 0.5695 	-1.3611 	 0.0693 	 -1.4404 	 
7.36	1138.2923	-201.5077	264.2245	-0.4902 	 -0.3960 	 -0.5266 	 0.5706 	-1.3631 	 0.0645 	 -1.4384 	 
7.37	1138.7833	-201.3617	264.1757	-0.4904 	 -0.3960 	 -0.5253 	 0.5717 	-1.3635 	 0.0624 	 -1.4356 	 
7.38	1139.3452	-201.007	264.2179	-0.4930 	 -0.3924 	 -0.5269 	 0.5705 	-1.3627 	 0.0719 	 -1.4331 	 
7.39	1139.8486	-200.8645	264.1727	-0.4940 	 -0.3913 	 -0.5262 	 0.5709 	-1.3631 	 0.0731 	 -1.4300 	 
7.4	1140.45	-200.7186	264.1589	-0.4951 	 -0.3906 	 -0.5252 	 0.5713 	-1.3642 	 0.0739 	 -1.4268 	 
7.41	1141.21	-200.4711	264.1431	-0.4953 	 -0.3909 	 -0.5234 	 0.5726 	-1.3652 	 0.0709 	 -1.4234 	 
7.42	1141.9918	-200.2393	264.0909	-0.4951 	 -0.3914 	 -0.5212 	 0.5745 	-1.3654 	 0.0664 	 -1.4196 	 
7.43	1142.6524	-200.0177	264.0413	-0.4947 	 -0.3917 	 -0.5194 	 0.5762 	-1.3654 	 0.0625 	 -1.4163 	 
7.44	1143.2319	-199.8663	264.0694	-0.4951 	 -0.3917 	 -0.5177 	 0.5774 	-1.3660 	 0.0604 	 -1.4128 	 
7.45	1143.8144	-199.68	264.102	-0.4962 	 -0.3914 	 -0.5165 	 0.5778 	-1.3678 	 0.0604 	 -1.4097 	 
7.46	1144.3542	-199.4695	264.0772	-0.4968 	 -0.3911 	 -0.5152 	 0.5787 	-1.3685 	 0.0593 	 -1.4064 	 
7.47	1144.977	-199.2423	264.0235	-0.4979 	 -0.3905 	 -0.5136 	 0.5794 	-1.3700 	 0.0590 	 -1.4024 	 
7.48	1145.5634	-199.0067	263.9816	-0.4989 	 -0.3901 	 -0.5124 	 0.5799 	-1.3713 	 0.0589 	 -1.3992 	 
7.49	1146.1418	-198.8356	263.9549	-0.4994 	 -0.3901 	 -0.5111 	 0.5808 	-1.3722 	 0.0574 	 -1.3963 	 
7.5	1146.8151	-198.645	263.8831	-0.4996 	 -0.3901 	 -0.5096 	 0.5818 	-1.3728 	 0.0553 	 -1.3933 	 
7.51	1147.4975	-198.423	263.7952	-0.5003 	 -0.3896 	 -0.5084 	 0.5826 	-1.3734 	 0.0549 	 -1.3901 	 
7.52	1148.1319	-198.193	263.7468	-0.5006 	 -0.3897 	 -0.5067 	 0.5837 	-1.3743 	 0.0524 	 -1.3867 	 
7.53	1148.6839	-197.9978	263.7165	-0.5008 	 -0.3900 	 -0.5051 	 0.5847 	-1.3752 	 0.0499 	 -1.3840 	 
7.54	1149.2483	-197.7204	263.6927	-0.5004 	 -0.3908 	 -0.5032 	 0.5862 	-1.3755 	 0.0454 	 -1.3814 	 
7.55	1149.8648	-197.4104	263.6185	-0.4999 	 -0.3913 	 -0.5012 	 0.5880 	-1.3755 	 0.0410 	 -1.3781 	 
7.56	1150.4548	-197.046	263.5431	-0.4995 	 -0.3918 	 -0.4992 	 0.5897 	-1.3755 	 0.0366 	 -1.3748 	 
7.58	1151.3749	-196.5272	263.4783	-0.5004 	 -0.3910 	 -0.4972 	 0.5912 	-1.3761 	 0.0353 	 -1.3695 	 
7.59	1151.7527	-196.37	263.3942	-0.5007 	 -0.3906 	 -0.4966 	 0.5917 	-1.3760 	 0.0352 	 -1.3676 	 
7.6	1152.1856	-195.8197	263.0743	-0.5004 	 -0.3893 	 -0.4964 	 0.5930 	-1.3733 	 0.0351 	 -1.3652 	 
7.61	1152.513	-195.7851	263.0373	-0.5020 	 -0.3874 	 -0.4968 	 0.5926 	-1.3736 	 0.0397 	 -1.3628 	 
7.62	1152.8176	-195.8061	263.1071	-0.5037 	 -0.3859 	 -0.4965 	 0.5923 	-1.3746 	 0.0431 	 -1.3600 	 
7.63	1153.1172	-195.7949	263.1879	-0.5055 	 -0.3842 	 -0.4964 	 0.5920 	-1.3756 	 0.0470 	 -1.3571 	 
7.64	1153.458	-195.7865	263.2664	-0.5069 	 -0.3832 	 -0.4957 	 0.5920 	-1.3770 	 0.0488 	 -1.3540 	 
7.65	1153.8018	-195.765	263.346	-0.5085 	 -0.3819 	 -0.4955 	 0.5916 	-1.3783 	 0.0521 	 -1.3515 	 
7.66	1154.1247	-195.7494	263.4182	-0.5106 	 -0.3802 	 -0.4956 	 0.5909 	-1.3798 	 0.0568 	 -1.3490 	 
7.67	1154.4422	-195.7898	263.5305	-0.5121 	 -0.3789 	 -0.4956 	 0.5903 	-1.3810 	 0.0603 	 -1.3470 	 
7.68	1154.7444	-195.8371	263.6649	-0.5137 	 -0.3781 	 -0.4952 	 0.5899 	-1.3831 	 0.0628 	 -1.3447 	 
7.69	1155.0042	-195.8274	263.8269	-0.5156 	 -0.3770 	 -0.4947 	 0.5893 	-1.3853 	 0.0658 	 -1.3421 	 
7.7	1155.2272	-195.7908	264.0172	-0.5185 	 -0.3750 	 -0.4949 	 0.5878 	-1.3882 	 0.0724 	 -1.3394 	 
7.71	1155.4709	-195.7431	264.1805	-0.5209 	 -0.3728 	 -0.4952 	 0.5869 	-1.3899 	 0.0784 	 -1.3363 	 
7.72	1155.76	-195.7191	264.2648	-0.5229 	 -0.3704 	 -0.4954 	 0.5864 	-1.3905 	 0.0838 	 -1.3330 	 
7.73	1156.1114	-195.6974	264.352	-0.5254 	 -0.3676 	 -0.4961 	 0.5855 	-1.3913 	 0.0909 	 -1.3299 	 
7.74	1156.514	-195.715	264.5228	-0.5282 	 -0.3647 	 -0.4968 	 0.5841 	-1.3930 	 0.0989 	 -1.3269 	 
7.75	1156.8965	-195.7503	264.7088	-0.5305 	 -0.3626 	 -0.4972 	 0.5830 	-1.3948 	 0.1049 	 -1.3243 	 
7.76	1157.2758	-195.8106	264.9213	-0.5322 	 -0.3609 	 -0.4971 	 0.5825 	-1.3959 	 0.1089 	 -1.3215 	 
7.77	1157.6949	-195.8022	265.1203	-0.5342 	 -0.3591 	 -0.4969 	 0.5821 	-1.3975 	 0.1130 	 -1.3182 	 
7.78	1158.0844	-195.7841	265.328	-0.5370 	 -0.3565 	 -0.4970 	 0.5810 	-1.3996 	 0.1198 	 -1.3145 	 
7.79	1158.4592	-195.677	265.643	-0.5409 	 -0.3530 	 -0.4973 	 0.5792 	-1.4030 	 0.1294 	 -1.3094 	 
7.8	1158.8833	-195.4981	266.0194	-0.5439 	 -0.3502 	 -0.4972 	 0.5782 	-1.4055 	 0.1364 	 -1.3050 	 
7.81	1159.4775	-195.2983	266.3778	-0.5451 	 -0.3494 	 -0.4956 	 0.5789 	-1.4071 	 0.1361 	 -1.3004 	 
7.82	1160.3541	-195.1324	266.6788	-0.5457 	 -0.3498 	 -0.4929 	 0.5805 	-1.4088 	 0.1322 	 -1.2955 	 
7.83	1161.3104	-195.0396	266.8931	-0.5451 	 -0.3509 	 -0.4902 	 0.5827 	-1.4092 	 0.1258 	 -1.2918 	 
7.84	1162.1778	-194.9161	267.2978	-0.5456 	 -0.3510 	 -0.4890 	 0.5830 	-1.4107 	 0.1247 	 -1.2897 	 
7.85	1162.8353	-195.8975	267.9481	-0.5484 	 -0.3548 	 -0.4836 	 0.5827 	-1.4224 	 0.1173 	 -1.2845 	 
7.86	1163.5636	-195.7441	268.3672	-0.5510 	 -0.3535 	 -0.4826 	 0.5819 	-1.4262 	 0.1208 	 -1.2804 	 
7.87	1164.4327	-194.4685	268.5347	-0.5508 	 -0.3484 	 -0.4853 	 0.5828 	-1.4185 	 0.1289 	 -1.2780 	 
7.88	1164.9761	-194.5445	268.9713	-0.5525 	 -0.3460 	 -0.4857 	 0.5823 	-1.4188 	 0.1341 	 -1.2751 	 
7.89	1165.419	-195.7414	269.5802	-0.5568 	 -0.3478 	 -0.4807 	 0.5813 	-1.4311 	 0.1313 	 -1.2677 	 
7.9	1166.0381	-195.7339	269.9636	-0.5586 	 -0.3468 	 -0.4789 	 0.5817 	-1.4339 	 0.1320 	 -1.2624 	 
7.91	1166.5627	-195.9044	270.472	-0.5627 	 -0.3444 	 -0.4782 	 0.5797 	-1.4398 	 0.1394 	 -1.2573 	 
7.92	1167.1391	-196.0746	271.0714	-0.5671 	 -0.3420 	 -0.4783 	 0.5768 	-1.4462 	 0.1486 	 -1.2535 	 
7.93	1167.9471	-196.1509	271.5726	-0.5701 	 -0.3404 	 -0.4780 	 0.5750 	-1.4507 	 0.1542 	 -1.2503 	 
7.94	1169.1092	-196.053	272.0179	-0.5702 	 -0.3413 	 -0.4757 	 0.5763 	-1.4523 	 0.1496 	 -1.2471 	 
7.95	1170.1632	-195.8947	272.5523	-0.5688 	 -0.3425 	 -0.4735 	 0.5788 	-1.4510 	 0.1427 	 -1.2448 	 
7.96	1171.2208	-195.6491	273.1276	-0.5688 	 -0.3429 	 -0.4713 	 0.5804 	-1.4515 	 0.1386 	 -1.2411 	 
7.98	1173.7159	-195.0023	274.1016	-0.5727 	 -0.3399 	 -0.4709 	 0.5786 	-1.4563 	 0.1466 	 -1.2356 	 
7.99	1174.9339	-194.843	274.7011	-0.5746 	 -0.3389 	 -0.4688 	 0.5790 	-1.4594 	 0.1469 	 -1.2300 	 
8	1176.1573	-194.7817	275.4263	-0.5762 	 -0.3381 	 -0.4669 	 0.5794 	-1.4621 	 0.1468 	 -1.2250 	 
8.01	1177.6713	-194.6446	276.2618	-0.5774 	 -0.3376 	 -0.4648 	 0.5802 	-1.4642 	 0.1455 	 -1.2199 	 
8.03	1180.8969	-194.2599	277.7355	-0.5794 	 -0.3380 	 -0.4572 	 0.5839 	-1.4697 	 0.1354 	 -1.2061 	 
8.04	1182.5938	-194.07	278.4216	-0.5829 	 -0.3361 	 -0.4557 	 0.5827 	-1.4752 	 0.1401 	 -1.2001 	 
8.05	1184.5794	-193.7294	279.117	-0.5839 	 -0.3348 	 -0.4545 	 0.5835 	-1.4757 	 0.1404 	 -1.1958 	 
8.06	1186.4485	-193.2989	279.953	-0.5836 	 -0.3344 	 -0.4518 	 0.5861 	-1.4746 	 0.1357 	 -1.1900 	 
8.07	1188.628	-192.7954	280.7983	-0.5866 	 -0.3324 	 -0.4510 	 0.5848 	-1.4790 	 0.1408 	 -1.1855 	 
8.08	1190.8498	-192.3644	281.8208	-0.5885 	 -0.3325 	 -0.4464 	 0.5863 	-1.4838 	 0.1360 	 -1.1769 	 
8.09	1193.1318	-192.2222	282.8433	-0.5879 	 -0.3340 	 -0.4427 	 0.5890 	-1.4843 	 0.1274 	 -1.1722 	 
8.1	1195.2523	-191.9521	283.8661	-0.5909 	 -0.3324 	 -0.4394 	 0.5893 	-1.4893 	 0.1280 	 -1.1635 	 
8.11	1197.7982	-191.6967	284.7187	-0.5931 	 -0.3328 	 -0.4350 	 0.5901 	-1.4952 	 0.1236 	 -1.1559 	 
8.13	1202.9642	-190.9507	286.749	-0.5963 	 -0.3286 	 -0.4298 	 0.5931 	-1.4972 	 0.1231 	 -1.1398 	 
8.14	1205.707	-190.6603	287.216	-0.6003 	 -0.3217 	 -0.4277 	 0.5943 	-1.4977 	 0.1315 	 -1.1254 	 
8.15	1208.1937	-190.3479	288.3583	-0.6008 	 -0.3224 	 -0.4272 	 0.5938 	-1.4999 	 0.1308 	 -1.1254 	 
8.16	1210.9872	-190.0201	289.4935	-0.6000 	 -0.3221 	 -0.4241 	 0.5970 	-1.4977 	 0.1247 	 -1.1194 	 
8.17	1213.8296	-189.7232	290.5765	-0.6034 	 -0.3191 	 -0.4206 	 0.5976 	-1.5022 	 0.1264 	 -1.1084 	 
8.18	1216.9793	-189.5193	291.6581	-0.6061 	 -0.3184 	 -0.4165 	 0.5981 	-1.5078 	 0.1243 	 -1.0998 	 
8.19	1220.3252	-188.94	292.8511	-0.6102 	 -0.3156 	 -0.4138 	 0.5974 	-1.5141 	 0.1283 	 -1.0905 	 
8.2	1223.6894	-188.5011	293.9394	-0.6122 	 -0.3137 	 -0.4104 	 0.5986 	-1.5167 	 0.1272 	 -1.0814 	 
8.21	1227.2858	-188.0008	295.1169	-0.6124 	 -0.3121 	 -0.4062 	 0.6021 	-1.5152 	 0.1219 	 -1.0717 	 
8.22	1231.0133	-187.9349	296.47	-0.6144 	 -0.3090 	 -0.4041 	 0.6031 	-1.5162 	 0.1241 	 -1.0632 	 
8.23	1234.9706	-187.5445	297.8944	-0.6161 	 -0.3080 	 -0.4001 	 0.6045 	-1.5193 	 0.1210 	 -1.0544 	 
8.24	1239.1783	-186.9407	299.3167	-0.6212 	 -0.3033 	 -0.3978 	 0.6032 	-1.5261 	 0.1286 	 -1.0429 	 
8.25	1243.8871	-186.2185	300.8793	-0.6262 	 -0.3007 	 -0.3938 	 0.6020 	-1.5355 	 0.1315 	 -1.0317 	 
