Tracker Experiment Results 03-Nov-2014
RIGHT_FOOT
	 Translation 			 Local Quaternion 				 Local EulerXYZ 			
 t	 x	 y	 z	 x	 y	 z	 w	 x	 y	 z	
7.81	1119.3826	-195.3196	86.717	0.5788 	 0.5573 	 0.4333 	 -0.4083 	-1.8666 	 0.0465 	 -1.5673 	 
7.82	1119.5098	-195.2565	86.9159	0.5792 	 0.5577 	 0.4322 	 -0.4084 	-1.8682 	 0.0451 	 -1.5663 	 
7.83	1119.6321	-195.1996	87.0984	0.5797 	 0.5582 	 0.4309 	 -0.4083 	-1.8708 	 0.0439 	 -1.5653 	 
7.84	1119.7418	-195.12	87.3368	0.5806 	 0.5588 	 0.4292 	 -0.4080 	-1.8745 	 0.0424 	 -1.5637 	 
7.85	1119.8632	-195.0289	87.5515	0.5815 	 0.5593 	 0.4275 	 -0.4079 	-1.8777 	 0.0409 	 -1.5618 	 
7.86	1119.9566	-195.0032	87.7794	0.5821 	 0.5594 	 0.4263 	 -0.4080 	-1.8796 	 0.0398 	 -1.5602 	 
7.87	1120.0754	-194.9809	87.9389	0.5825 	 0.5595 	 0.4253 	 -0.4084 	-1.8806 	 0.0384 	 -1.5586 	 
7.88	1120.1958	-195.028	88.0773	0.5821 	 0.5590 	 0.4251 	 -0.4098 	-1.8786 	 0.0368 	 -1.5573 	 
7.89	1120.3051	-195.1208	88.219	0.5821 	 0.5587 	 0.4247 	 -0.4107 	-1.8776 	 0.0355 	 -1.5558 	 
7.9	1120.4761	-195.1946	88.3606	0.5815 	 0.5580 	 0.4245 	 -0.4127 	-1.8746 	 0.0331 	 -1.5538 	 
7.91	1120.6686	-195.296	88.5439	0.5814 	 0.5574 	 0.4240 	 -0.4141 	-1.8730 	 0.0314 	 -1.5518 	 
7.92	1120.9259	-195.2732	88.7988	0.5823 	 0.5570 	 0.4231 	 -0.4144 	-1.8741 	 0.0311 	 -1.5493 	 
7.93	1121.2241	-195.2389	89.143	0.5832 	 0.5570 	 0.4218 	 -0.4144 	-1.8762 	 0.0304 	 -1.5471 	 
7.94	1121.5068	-195.2018	89.5016	0.5835 	 0.5562 	 0.4215 	 -0.4153 	-1.8753 	 0.0299 	 -1.5448 	 
7.95	1121.8483	-195.1951	89.9871	0.5845 	 0.5551 	 0.4204 	 -0.4164 	-1.8753 	 0.0292 	 -1.5406 	 
7.96	1122.2642	-195.2466	90.525	0.5848 	 0.5539 	 0.4196 	 -0.4185 	-1.8731 	 0.0272 	 -1.5364 	 
7.98	1123.1363	-195.2546	91.7362	0.5863 	 0.5517 	 0.4170 	 -0.4219 	-1.8716 	 0.0234 	 -1.5273 	 
7.99	1123.5737	-195.2198	92.3938	0.5878 	 0.5513 	 0.4149 	 -0.4224 	-1.8743 	 0.0220 	 -1.5228 	 
8	1124.0477	-195.1477	93.0654	0.5897 	 0.5512 	 0.4122 	 -0.4225 	-1.8789 	 0.0204 	 -1.5183 	 
8.01	1124.5146	-195.0779	93.7663	0.5906 	 0.5499 	 0.4106 	 -0.4245 	-1.8782 	 0.0181 	 -1.5127 	 
8.03	1125.6236	-195.2482	95.3787	0.5916 	 0.5459 	 0.4087 	 -0.4300 	-1.8715 	 0.0142 	 -1.5009 	 
8.04	1126.2713	-195.2603	96.3299	0.5934 	 0.5445 	 0.4056 	 -0.4322 	-1.8727 	 0.0108 	 -1.4928 	 
8.05	1126.9993	-195.3102	97.244	0.5955 	 0.5439 	 0.4021 	 -0.4334 	-1.8764 	 0.0075 	 -1.4858 	 
8.06	1127.8743	-195.1696	98.1825	0.5964 	 0.5414 	 0.4015 	 -0.4358 	-1.8732 	 0.0071 	 -1.4795 	 
8.07	1128.6121	-195.2881	99.3902	0.5968 	 0.5393 	 0.3991 	 -0.4402 	-1.8692 	 0.0016 	 -1.4708 	 
8.08	1129.3781	-195.2583	100.594	0.5977 	 0.5384 	 0.3955 	 -0.4432 	-1.8695 	 -0.0046 	 -1.4632 	 
8.09	1130.2519	-194.9324	101.7369	0.6006 	 0.5357 	 0.3937 	 -0.4442 	-1.8706 	 -0.0029 	 -1.4545 	 
8.1	1131.2327	-194.8656	102.9244	0.6024 	 0.5328 	 0.3917 	 -0.4470 	-1.8687 	 -0.0044 	 -1.4451 	 
8.11	1132.225	-194.7302	104.2471	0.6053 	 0.5316 	 0.3879 	 -0.4479 	-1.8732 	 -0.0066 	 -1.4364 	 
8.13	1134.0909	-196.5475	107.9554	0.6010 	 0.5134 	 0.3994 	 -0.4645 	-1.8229 	 0.0031 	 -1.4163 	 
8.14	1135.1214	-196.7888	109.5785	0.6011 	 0.5101 	 0.3973 	 -0.4697 	-1.8164 	 -0.0015 	 -1.4062 	 
8.15	1136.4058	-196.5321	111.151	0.6054 	 0.5090 	 0.3910 	 -0.4707 	-1.8247 	 -0.0057 	 -1.3937 	 
8.16	1137.5676	-196.2671	112.5838	0.6093 	 0.5092 	 0.3854 	 -0.4701 	-1.8348 	 -0.0091 	 -1.3852 	 
8.17	1138.8261	-196.6699	114.5897	0.6089 	 0.5030 	 0.3851 	 -0.4774 	-1.8208 	 -0.0113 	 -1.3722 	 
8.18	1140.4334	-195.9542	116.1176	0.6123 	 0.5024 	 0.3787 	 -0.4788 	-1.8284 	 -0.0173 	 -1.3609 	 
8.19	1141.722	-196.0008	118.0287	0.6146 	 0.4984 	 0.3755 	 -0.4826 	-1.8258 	 -0.0195 	 -1.3478 	 
8.2	1143.3361	-195.7575	120.0274	0.6178 	 0.4951 	 0.3714 	 -0.4851 	-1.8272 	 -0.0215 	 -1.3347 	 
8.21	1144.1303	-201.5543	125.2861	0.6411 	 0.5124 	 0.3441 	 -0.4560 	-1.9255 	 -0.0262 	 -1.3304 	 
8.22	1146.7927	-195.5152	124.3301	0.6240 	 0.4888 	 0.3611 	 -0.4913 	-1.8303 	 -0.0297 	 -1.3063 	 
8.23	1148.7715	-195.3335	126.7713	0.6262 	 0.4856 	 0.3554 	 -0.4958 	-1.8297 	 -0.0365 	 -1.2912 	 
8.24	1151.0049	-194.861	129.1955	0.6310 	 0.4852 	 0.3445 	 -0.4978 	-1.8415 	 -0.0483 	 -1.2743 	 
8.25	1153.2192	-194.9574	132.2121	-0.6325 	 -0.4770 	 -0.3442 	 0.5039 	-1.8291 	 -0.0453 	 -1.2574 	 
8.26	1155.0686	-200.8183	138.2738	0.6561 	 0.4947 	 0.3098 	 -0.4784 	-1.9296 	 -0.0668 	 -1.2457 	 
8.27	1157.9574	-199.8375	141.5556	0.6589 	 0.4896 	 0.3024 	 -0.4845 	-1.9270 	 -0.0760 	 -1.2252 	 
8.28	1161.0652	-200.1505	145.4121	0.6637 	 0.4864 	 0.2927 	 -0.4871 	-1.9342 	 -0.0855 	 -1.2058 	 
8.29	1165.3495	-194.0141	146.571	-0.6507 	 -0.4548 	 -0.3143 	 0.5205 	-1.8350 	 -0.0646 	 -1.1706 	 
8.3	1169.1439	-193.7638	150.9372	-0.6539 	 -0.4499 	 -0.3043 	 0.5266 	-1.8347 	 -0.0759 	 -1.1471 	 
8.31	1173.2731	-193.4382	155.655	-0.6585 	 -0.4433 	 -0.2950 	 0.5318 	-1.8350 	 -0.0832 	 -1.1214 	 
8.32	1177.6264	-193.3796	160.6198	-0.6641 	 -0.4366 	 -0.2859 	 0.5354 	-1.8381 	 -0.0878 	 -1.0961 	 
8.33	1182.495	-193.0569	165.7486	-0.6675 	 -0.4287 	 -0.2771 	 0.5421 	-1.8337 	 -0.0950 	 -1.0691 	 
8.34	1187.5585	-192.8067	171.0511	-0.6714 	 -0.4192 	 -0.2688 	 0.5488 	-1.8280 	 -0.0994 	 -1.0396 	 
8.35	1193.258	-192.0607	176.3755	-0.6803 	 -0.4201 	 -0.2476 	 0.5472 	-1.8553 	 -0.1232 	 -1.0140 	 
8.36	1199.0195	-192.377	182.202	-0.6834 	 -0.4108 	 -0.2383 	 0.5544 	-1.8484 	 -0.1301 	 -0.9842 	 
8.37	1205.623	-191.7497	187.7761	-0.6866 	 -0.3968 	 -0.2318 	 0.5635 	-1.8336 	 -0.1292 	 -0.9489 	 
8.38	1212.2993	-192.0666	193.5538	-0.6913 	 -0.3880 	 -0.2211 	 0.5680 	-1.8331 	 -0.1354 	 -0.9188 	 
8.39	1219.1758	-191.8861	198.9974	-0.6951 	 -0.3762 	 -0.2138 	 0.5742 	-1.8251 	 -0.1353 	 -0.8875 	 
8.4	1225.7236	-192.3175	204.1387	-0.6964 	 -0.3673 	 -0.2071 	 0.5807 	-1.8153 	 -0.1387 	 -0.8623 	 
8.41	1232.64	-191.4431	208.1859	-0.6965 	 -0.3915 	 -0.1575 	 0.5804 	-1.8595 	 -0.2373 	 -0.8467 	 
8.42	1239.2441	-191.7231	211.7223	-0.7013 	 -0.3546 	 -0.2019 	 0.5845 	-1.8103 	 -0.1318 	 -0.8328 	 
8.43	1245.9129	-192.1284	214.8424	-0.7007 	 -0.3683 	 -0.1936 	 0.5795 	-1.8301 	 -0.1561 	 -0.8476 	 
8.44	1254.403	-190.8033	216.0338	-0.6982 	 -0.3769 	 -0.2014 	 0.5744 	-1.8360 	 -0.1524 	 -0.8735 	 
8.45	1263.5598	-189.9949	216.7574	-0.6960 	 -0.3937 	 -0.2038 	 0.5648 	-1.8572 	 -0.1617 	 -0.9084 	 
8.46	1273.3402	-189.4035	216.6602	-0.6956 	 -0.3913 	 -0.2284 	 0.5575 	-1.8503 	 -0.1189 	 -0.9353 	 
8.47	1282.6063	-190.1836	216.2116	-0.6955 	 -0.4037 	 -0.2351 	 0.5460 	-1.8706 	 -0.1140 	 -0.9676 	 
8.48	1293.2799	-188.5341	213.9439	-0.6954 	 -0.4097 	 -0.2473 	 0.5361 	-1.8798 	 -0.0954 	 -0.9950 	 
8.49	1304.2652	-187.8063	211.1423	-0.6951 	 -0.4195 	 -0.2574 	 0.5241 	-1.8958 	 -0.0820 	 -1.0271 	 
8.5	1315.6156	-187.3019	207.8055	-0.6945 	 -0.4272 	 -0.2695 	 0.5125 	-1.9072 	 -0.0636 	 -1.0578 	 
8.51	1328.2958	-185.5437	202.8852	0.6961 	 0.4423 	 0.2709 	 -0.4963 	-1.9403 	 -0.0619 	 -1.0897 	 
8.52	1340.5572	-185.9433	198.8752	0.6897 	 0.4421 	 0.2954 	 -0.4916 	-1.9202 	 -0.0272 	 -1.1211 	 
8.53	1353.9799	-185.1145	193.5754	0.6920 	 0.4524 	 0.3018 	 -0.4747 	-1.9467 	 -0.0118 	 -1.1499 	 
8.54	1367.7446	-184.7334	187.9458	0.6894 	 0.4595 	 0.3108 	 -0.4657 	-1.9530 	 0.0005 	 -1.1761 	 
8.55	1382.1835	-183.9897	181.7253	0.6891 	 0.4662 	 0.3188 	 -0.4540 	-1.9656 	 0.0160 	 -1.2003 	 
8.56	1396.8204	-183.9349	175.3828	0.6847 	 0.4705 	 0.3320 	 -0.4467 	-1.9613 	 0.0343 	 -1.2270 	 
8.57	1412.408	-182.7824	168.238	0.6819 	 0.4760 	 0.3448 	 -0.4354 	-1.9647 	 0.0557 	 -1.2561 	 
8.58	1427.5541	-183.6309	161.9639	0.6755 	 0.4817 	 0.3567 	 -0.4293 	-1.9581 	 0.0683 	 -1.2849 	 
8.59	1443.7075	-182.4338	154.7677	0.6728 	 0.4904 	 0.3659 	 -0.4159 	-1.9690 	 0.0845 	 -1.3158 	 
8.6	1459.4849	-183.2387	148.5208	0.6666 	 0.4961 	 0.3778 	 -0.4084 	-1.9635 	 0.0986 	 -1.3455 	 
8.61	1475.6753	-182.9688	142.1634	0.6628 	 0.5004 	 0.3901 	 -0.3975 	-1.9631 	 0.1196 	 -1.3734 	 
8.62	1492.0685	-183.12	136.4343	0.6553 	 0.5055 	 0.4014 	 -0.3923 	-1.9532 	 0.1298 	 -1.4019 	 
8.63	1508.1341	-183.446	131.0528	0.6507 	 0.5082 	 0.4125 	 -0.3849 	-1.9469 	 0.1463 	 -1.4256 	 
8.64	1524.4975	-183.7057	126.0056	0.6473 	 0.5120 	 0.4214 	 -0.3758 	-1.9468 	 0.1615 	 -1.4484 	 
8.65	1541.0537	-183.9159	121.2595	0.6396 	 0.5147 	 0.4301 	 -0.3754 	-1.9314 	 0.1646 	 -1.4691 	 
8.66	1555.941	-185.1612	117.3969	0.6390 	 0.5158 	 0.4382 	 -0.3654 	-1.9336 	 0.1840 	 -1.4855 	 
8.67	1571.5665	-186.4261	114.3318	0.6309 	 0.5232 	 0.4446 	 -0.3613 	-1.9278 	 0.1839 	 -1.5127 	 
8.68	1586.6558	-187.2026	111.2532	0.6255 	 0.5265 	 0.4524 	 -0.3563 	-1.9210 	 0.1920 	 -1.5338 	 
8.69	1601.7392	-187.7921	108.4704	0.6212 	 0.5294 	 0.4606 	 -0.3488 	-1.9172 	 0.2044 	 -1.5553 	 
8.7	1616.3208	-188.3086	105.9175	0.6114 	 0.5310 	 0.4688 	 -0.3527 	-1.8944 	 0.2002 	 -1.5744 	 
8.71	1630.3724	-189.1872	104.1674	0.6081 	 0.5346 	 0.4737 	 -0.3466 	-1.8942 	 0.2070 	 -1.5915 	 
8.72	1644.5985	-189.2395	102.6006	0.6037 	 0.5403 	 0.4743 	 -0.3444 	-1.8957 	 0.2020 	 -1.6053 	 
8.73	1656.8059	-190.9711	101.7402	0.5974 	 0.5410 	 0.4820 	 -0.3437 	-1.8813 	 0.2055 	 -1.6218 	 
8.74	1668.5244	-192.704	101.2385	0.5927 	 0.5429 	 0.4884 	 -0.3398 	-1.8741 	 0.2115 	 -1.6389 	 
8.75	1680.7866	-193.1555	100.614	0.5863 	 0.5457 	 0.4918 	 -0.3415 	-1.8641 	 0.2055 	 -1.6519 	 
8.76	1691.6692	-194.3035	100.5081	0.5874 	 0.5536 	 0.4869 	 -0.3339 	-1.8852 	 0.2036 	 -1.6597 	 
8.77	1702.5081	-194.787	100.0193	0.5817 	 0.5559 	 0.4874 	 -0.3393 	-1.8757 	 0.1909 	 -1.6658 	 
8.8	1727.6616	-197.8596	100.5321	0.5564 	 0.5663 	 0.4947 	 -0.3536 	-1.8375 	 0.1506 	 -1.7035 	 
8.81	1735.5779	-198.4286	100.5396	0.5522 	 0.5686 	 0.4987 	 -0.3509 	-1.8333 	 0.1523 	 -1.7169 	 
8.82	1742.1781	-199.4542	100.4274	0.5505 	 0.5730 	 0.4952 	 -0.3512 	-1.8395 	 0.1432 	 -1.7200 	 
8.83	1747.648	-200.5016	100.451	0.5454 	 0.5763 	 0.4947 	 -0.3545 	-1.8353 	 0.1314 	 -1.7263 	 
8.84	1752.6419	-201.2459	100.0483	0.5426 	 0.5802 	 0.4913 	 -0.3572 	-1.8379 	 0.1190 	 -1.7285 	 
8.85	1761.3448	-197.1534	98.9079	0.5331 	 0.5881 	 0.4990 	 -0.3478 	-1.8360 	 0.1233 	 -1.7631 	 
8.86	1764.495	-198.0774	98.3349	0.5344 	 0.5933 	 0.4916 	 -0.3476 	-1.8513 	 0.1131 	 -1.7603 	 
8.87	1766.8077	-198.9699	97.6135	0.5286 	 0.5933 	 0.4928 	 -0.3546 	-1.8381 	 0.1005 	 -1.7627 	 
8.88	1768.5172	-199.5072	96.7642	0.5296 	 0.5960 	 0.4886 	 -0.3544 	-1.8469 	 0.0952 	 -1.7606 	 
8.89	1769.5324	-199.8599	95.4692	0.5311 	 0.5966 	 0.4861 	 -0.3546 	-1.8516 	 0.0933 	 -1.7571 	 
8.9	1769.8102	-199.9418	93.8926	0.5318 	 0.5970 	 0.4849 	 -0.3546 	-1.8542 	 0.0924 	 -1.7557 	 
8.91	1769.9176	-200.138	92.7386	0.5332 	 0.5939 	 0.4853 	 -0.3571 	-1.8496 	 0.0934 	 -1.7489 	 
8.92	1770.3399	-200.427	91.8488	0.5346 	 0.5903 	 0.4857 	 -0.3603 	-1.8439 	 0.0940 	 -1.7411 	 
8.93	1771.0704	-200.734	91.2196	0.5354 	 0.5865 	 0.4860 	 -0.3649 	-1.8362 	 0.0925 	 -1.7325 	 
8.94	1772.3588	-200.7405	90.4382	0.5394 	 0.5839 	 0.4824 	 -0.3680 	-1.8389 	 0.0907 	 -1.7192 	 
8.95	1773.1629	-200.8833	90.1584	0.5420 	 0.5830 	 0.4785 	 -0.3707 	-1.8423 	 0.0865 	 -1.7095 	 
8.96	1773.7745	-200.8738	89.9217	0.5448 	 0.5826 	 0.4745 	 -0.3723 	-1.8477 	 0.0833 	 -1.7007 	 
8.97	1773.5587	-201.475	90.2244	0.5422 	 0.5827 	 0.4684 	 -0.3835 	-1.8418 	 0.0611 	 -1.6892 	 
8.98	1774.0721	-201.5388	89.9181	0.5426 	 0.5802 	 0.4688 	 -0.3861 	-1.8366 	 0.0607 	 -1.6842 	 
8.99	1774.6419	-201.669	89.5014	0.5434 	 0.5787 	 0.4680 	 -0.3884 	-1.8346 	 0.0591 	 -1.6789 	 
9	1775.2616	-201.8142	89.0651	0.5451 	 0.5771 	 0.4666 	 -0.3900 	-1.8347 	 0.0586 	 -1.6727 	 
9.01	1775.8615	-201.996	88.6339	0.5463 	 0.5743 	 0.4662 	 -0.3929 	-1.8306 	 0.0581 	 -1.6654 	 
9.02	1776.4179	-202.093	88.3023	0.5473 	 0.5721 	 0.4660 	 -0.3948 	-1.8279 	 0.0584 	 -1.6601 	 
9.03	1776.9993	-202.2005	88.0078	0.5480 	 0.5686 	 0.4675 	 -0.3972 	-1.8211 	 0.0606 	 -1.6549 	 
9.04	1777.3539	-202.3108	87.7903	0.5484 	 0.5667 	 0.4678 	 -0.3992 	-1.8174 	 0.0607 	 -1.6510 	 
9.05	1777.7133	-202.3918	87.5945	0.5488 	 0.5648 	 0.4681 	 -0.4009 	-1.8139 	 0.0609 	 -1.6472 	 
9.06	1778.0377	-202.4654	87.4219	0.5507 	 0.5638 	 0.4666 	 -0.4014 	-1.8159 	 0.0614 	 -1.6422 	 
9.07	1778.3413	-202.5707	87.2835	0.5518 	 0.5618 	 0.4667 	 -0.4026 	-1.8139 	 0.0626 	 -1.6379 	 
9.08	1778.5733	-202.6574	87.1896	0.5526 	 0.5601 	 0.4669 	 -0.4036 	-1.8118 	 0.0640 	 -1.6345 	 
9.09	1778.6725	-202.6831	87.1207	0.5529 	 0.5594 	 0.4674 	 -0.4036 	-1.8108 	 0.0654 	 -1.6338 	 
9.1	1778.7665	-202.6541	87.0834	0.5531 	 0.5587 	 0.4677 	 -0.4038 	-1.8098 	 0.0662 	 -1.6329 	 
9.11	1778.8152	-202.6585	87.0672	0.5535 	 0.5583 	 0.4675 	 -0.4041 	-1.8097 	 0.0664 	 -1.6315 	 
9.12	1778.8363	-202.6832	87.0397	0.5538 	 0.5583 	 0.4670 	 -0.4044 	-1.8103 	 0.0657 	 -1.6306 	 
9.13	1778.2699	-202.6541	86.7773	0.5530 	 0.5570 	 0.4627 	 -0.4121 	-1.8054 	 0.0526 	 -1.6197 	 
9.14	1778.794	-202.6829	86.6633	0.5561 	 0.5571 	 0.4644 	 -0.4059 	-1.8129 	 0.0643 	 -1.6229 	 
9.15	1779.2121	-202.7151	86.5536	0.5587 	 0.5573 	 0.4650 	 -0.4013 	-1.8194 	 0.0723 	 -1.6246 	 
9.16	1779.2091	-202.7214	86.5581	0.5586 	 0.5574 	 0.4647 	 -0.4016 	-1.8195 	 0.0716 	 -1.6242 	 
9.17	1779.1978	-202.7327	86.5232	0.5586 	 0.5575 	 0.4645 	 -0.4017 	-1.8198 	 0.0711 	 -1.6240 	 
9.18	1779.2226	-202.7371	86.5071	0.5588 	 0.5573 	 0.4647 	 -0.4016 	-1.8195 	 0.0717 	 -1.6239 	 
9.19	1779.219	-202.7623	86.4483	0.5586 	 0.5573 	 0.4645 	 -0.4019 	-1.8193 	 0.0711 	 -1.6237 	 
9.2	1779.2362	-202.8146	86.3843	0.5586 	 0.5572 	 0.4646 	 -0.4021 	-1.8189 	 0.0710 	 -1.6235 	 
9.21	1779.2529	-202.8593	86.3265	0.5589 	 0.5571 	 0.4643 	 -0.4022 	-1.8193 	 0.0709 	 -1.6228 	 
9.22	1779.2586	-202.8762	86.282	0.5590 	 0.5568 	 0.4643 	 -0.4024 	-1.8190 	 0.0710 	 -1.6222 	 
9.23	1779.2656	-202.903	86.2516	0.5591 	 0.5568 	 0.4640 	 -0.4026 	-1.8193 	 0.0706 	 -1.6216 	 
9.24	1779.2723	-202.9149	86.207	0.5592 	 0.5567 	 0.4638 	 -0.4027 	-1.8194 	 0.0704 	 -1.6211 	 
9.25	1779.298	-202.9366	86.1783	0.5593 	 0.5566 	 0.4638 	 -0.4028 	-1.8193 	 0.0705 	 -1.6208 	 
9.26	1779.321	-202.9675	86.1445	0.5594 	 0.5565 	 0.4638 	 -0.4027 	-1.8193 	 0.0707 	 -1.6207 	 
9.27	1779.3211	-202.9948	86.117	0.5594 	 0.5565 	 0.4635 	 -0.4032 	-1.8193 	 0.0699 	 -1.6199 	 
9.28	1779.349	-203.0367	86.092	0.5595 	 0.5564 	 0.4635 	 -0.4031 	-1.8191 	 0.0701 	 -1.6198 	 
9.29	1779.3604	-203.0642	86.0736	0.5596 	 0.5562 	 0.4635 	 -0.4034 	-1.8189 	 0.0701 	 -1.6191 	 
9.3	1779.3548	-203.0903	86.0473	0.5596 	 0.5563 	 0.4632 	 -0.4036 	-1.8191 	 0.0695 	 -1.6189 	 
9.31	1779.379	-203.08	86.0357	0.5595 	 0.5563 	 0.4632 	 -0.4036 	-1.8191 	 0.0694 	 -1.6190 	 
9.32	1779.3917	-203.0657	86.0333	0.5597 	 0.5564 	 0.4630 	 -0.4036 	-1.8195 	 0.0692 	 -1.6187 	 
9.33	1779.3965	-203.0656	86.0166	0.5597 	 0.5564 	 0.4629 	 -0.4035 	-1.8198 	 0.0692 	 -1.6188 	 
9.34	1779.9852	-202.4701	85.9153	0.5608 	 0.5585 	 0.4602 	 -0.4023 	-1.8268 	 0.0668 	 -1.6182 	 
9.35	1775.9474	-206.7864	86.2086	0.5714 	 0.5526 	 0.4557 	 -0.4005 	-1.8385 	 0.0782 	 -1.5970 	 
9.36	1777.3345	-205.2698	86.5186	0.5708 	 0.5586 	 0.4520 	 -0.3972 	-1.8509 	 0.0723 	 -1.6035 	 
9.37	1778.4328	-204.2159	86.2456	0.5732 	 0.5617 	 0.4474 	 -0.3947 	-1.8638 	 0.0694 	 -1.6023 	 
9.38	1778.507	-204.2357	86.1859	0.5724 	 0.5610 	 0.4483 	 -0.3958 	-1.8602 	 0.0692 	 -1.6022 	 
9.39	1778.5429	-204.3334	86.1474	0.5724 	 0.5608 	 0.4482 	 -0.3962 	-1.8597 	 0.0688 	 -1.6017 	 
9.4	1780.1201	-202.492	85.2884	0.5637 	 0.5537 	 0.4671 	 -0.3969 	-1.8230 	 0.0871 	 -1.6205 	 
9.41	1780.1634	-202.5225	85.2372	0.5635 	 0.5535 	 0.4671 	 -0.3973 	-1.8222 	 0.0867 	 -1.6202 	 
9.42	1780.1923	-202.5831	85.2054	0.5636 	 0.5535 	 0.4669 	 -0.3976 	-1.8223 	 0.0862 	 -1.6196 	 
9.43	1780.2338	-202.6252	85.1369	0.5633 	 0.5530 	 0.4673 	 -0.3982 	-1.8205 	 0.0860 	 -1.6193 	 
9.44	1780.2509	-202.7053	85.0752	0.5631 	 0.5531 	 0.4671 	 -0.3986 	-1.8203 	 0.0853 	 -1.6191 	 
9.45	1780.3805	-202.3729	84.4872	0.5624 	 0.5512 	 0.4723 	 -0.3961 	-1.8144 	 0.0947 	 -1.6247 	 
9.46	1780.3853	-202.5483	84.4681	0.5622 	 0.5513 	 0.4715 	 -0.3971 	-1.8143 	 0.0925 	 -1.6235 	 
9.47	1780.4288	-202.6939	84.464	0.5623 	 0.5513 	 0.4706 	 -0.3980 	-1.8144 	 0.0904 	 -1.6219 	 
9.48	1780.4322	-202.8883	84.4936	0.5621 	 0.5513 	 0.4696 	 -0.3994 	-1.8139 	 0.0877 	 -1.6200 	 
9.49	1780.4882	-202.9487	84.4666	0.5621 	 0.5510 	 0.4695 	 -0.4000 	-1.8132 	 0.0871 	 -1.6191 	 
9.5	1780.5545	-203.0216	84.449	0.5620 	 0.5507 	 0.4695 	 -0.4006 	-1.8122 	 0.0865 	 -1.6184 	 
9.51	1780.6065	-203.0797	84.4295	0.5617 	 0.5504 	 0.4695 	 -0.4014 	-1.8108 	 0.0856 	 -1.6177 	 
9.52	1780.6768	-203.1555	84.3869	0.5616 	 0.5500 	 0.4696 	 -0.4020 	-1.8096 	 0.0854 	 -1.6170 	 
9.53	1780.7327	-203.2587	84.3565	0.5612 	 0.5496 	 0.4697 	 -0.4030 	-1.8078 	 0.0843 	 -1.6162 	 
9.55	1780.8785	-203.5092	84.2666	0.5606 	 0.5478 	 0.4706 	 -0.4052 	-1.8023 	 0.0839 	 -1.6141 	 
9.56	1780.9441	-203.6388	84.2202	0.5603 	 0.5470 	 0.4711 	 -0.4061 	-1.8000 	 0.0837 	 -1.6132 	 
9.57	1781.0372	-203.6979	84.1626	0.5601 	 0.5459 	 0.4720 	 -0.4068 	-1.7970 	 0.0848 	 -1.6126 	 
9.58	1781.1584	-203.7001	84.0837	0.5601 	 0.5446 	 0.4733 	 -0.4071 	-1.7941 	 0.0868 	 -1.6121 	 
9.59	1780.9256	-204.0698	84.0257	0.5594 	 0.5466 	 0.4704 	 -0.4085 	-1.7970 	 0.0798 	 -1.6112 	 
9.6	1780.9689	-204.1042	83.9746	0.5594 	 0.5461 	 0.4708 	 -0.4089 	-1.7957 	 0.0801 	 -1.6107 	 
9.61	1780.978	-204.1607	83.9526	0.5592 	 0.5456 	 0.4711 	 -0.4095 	-1.7941 	 0.0800 	 -1.6102 	 
9.63	1781.0402	-204.1775	83.8832	0.5593 	 0.5452 	 0.4712 	 -0.4098 	-1.7934 	 0.0804 	 -1.6095 	 
9.64	1781.0812	-204.1997	83.8493	0.5592 	 0.5447 	 0.4716 	 -0.4102 	-1.7920 	 0.0807 	 -1.6091 	 
9.65	1781.1031	-204.2398	83.8148	0.5591 	 0.5444 	 0.4717 	 -0.4105 	-1.7912 	 0.0806 	 -1.6088 	 
9.66	1781.1105	-204.2833	83.8074	0.5587 	 0.5441 	 0.4720 	 -0.4110 	-1.7898 	 0.0802 	 -1.6086 	 
9.67	1781.1234	-204.5313	83.7913	0.5576 	 0.5433 	 0.4724 	 -0.4133 	-1.7852 	 0.0778 	 -1.6075 	 
9.68	1781.1786	-204.3195	83.7539	0.5587 	 0.5432 	 0.4728 	 -0.4114 	-1.7876 	 0.0814 	 -1.6083 	 
9.69	1781.1649	-204.5708	83.7158	0.5573 	 0.5426 	 0.4729 	 -0.4139 	-1.7831 	 0.0780 	 -1.6070 	 
9.7	1781.2043	-204.5885	83.6954	0.5574 	 0.5422 	 0.4732 	 -0.4139 	-1.7825 	 0.0788 	 -1.6068 	 
9.71	1781.2069	-204.6409	83.6657	0.5570 	 0.5415 	 0.4740 	 -0.4145 	-1.7800 	 0.0792 	 -1.6067 	 
9.72	1776.7585	-209.4166	84.3892	0.5687 	 0.5394 	 0.4605 	 -0.4166 	-1.8023 	 0.0743 	 -1.5769 	 
9.73	1780.283	-205.2557	84.4351	0.5504 	 0.5432 	 0.4707 	 -0.4248 	-1.7684 	 0.0567 	 -1.6040 	 
9.74	1780.3748	-205.1935	84.3713	0.5492 	 0.5423 	 0.4719 	 -0.4262 	-1.7636 	 0.0562 	 -1.6044 	 
9.75	1780.4115	-205.2942	84.4491	0.5501 	 0.5429 	 0.4723 	 -0.4239 	-1.7670 	 0.0593 	 -1.6064 	 
9.76	1780.4282	-205.2998	84.4413	0.5500 	 0.5426 	 0.4725 	 -0.4241 	-1.7662 	 0.0595 	 -1.6062 	 
9.77	1780.4211	-205.2987	84.4303	0.5500 	 0.5424 	 0.4726 	 -0.4242 	-1.7658 	 0.0597 	 -1.6060 	 
